case;event;time;resource
4296;W_Nabellen incomplete dossiers;19.12.2011-15:37:55;10929
4296;W_Nabellen incomplete dossiers;19.12.2011-18:03:13;11179
4296;W_Nabellen incomplete dossiers;20.12.2011-08:04:11;11049
4296;W_Valideren aanvraag;20.12.2011-08:29:21;11049
4296;W_Valideren aanvraag;20.12.2011-13:30:12;10809
4296;W_Valideren aanvraag;20.12.2011-14:27:40;10972
4296;W_Nabellen incomplete dossiers;20.12.2011-14:29:56;10972
4297;W_Completeren aanvraag;07.12.2011-11:10:17;10909
4297;W_Completeren aanvraag;07.12.2011-12:00:32;11189
4298;W_Completeren aanvraag;07.12.2011-11:15:44;10909
4298;W_Completeren aanvraag;07.12.2011-12:30:49;10931
4298;W_Nabellen offertes;14.12.2011-18:45:59;-1
4298;W_Nabellen offertes;17.12.2011-10:57:20;11122
4298;W_Nabellen offertes;19.12.2011-13:56:25;11180
4298;W_Nabellen offertes;28.12.2011-12:27:11;11189
4298;W_Nabellen offertes;31.12.2011-11:16:57;-1
4298;W_Nabellen offertes;03.01.2012-11:16:04;-1
4298;W_Nabellen offertes;05.01.2012-17:26:04;11203
4298;W_Nabellen offertes;07.01.2012-08:15:33;11203
4299;W_Completeren aanvraag;07.12.2011-11:54:39;11181
4299;W_Completeren aanvraag;07.12.2011-11:59:16;11181
4299;W_Nabellen offertes;07.12.2011-12:00:58;11181
4299;W_Nabellen offertes;09.12.2011-13:46:21;11169
4299;W_Nabellen offertes;14.12.2011-09:48:49;10899
4299;W_Valideren aanvraag;16.12.2011-11:02:59;10972
4300;W_Completeren aanvraag;07.12.2011-08:42:10;10929
4300;W_Nabellen offertes;07.12.2011-08:44:32;10929
4300;W_Nabellen offertes;14.12.2011-17:16:08;11119
4300;W_Nabellen offertes;15.12.2011-09:42:33;11049
4300;W_Valideren aanvraag;19.12.2011-08:33:07;10609
4301;W_Afhandelen leads;07.12.2011-12:51:08;10910
4301;W_Afhandelen leads;07.12.2011-12:53:38;10931
4301;W_Completeren aanvraag;07.12.2011-13:12:14;11179
4301;W_Completeren aanvraag;08.12.2011-17:13:59;11201
4301;W_Completeren aanvraag;12.12.2011-16:00:37;11201
4301;W_Completeren aanvraag;12.12.2011-17:41:05;10861
4301;W_Completeren aanvraag;07.01.2012-08:15:16;10861
4302;W_Afhandelen leads;07.12.2011-09:08:01;10929
4302;W_Completeren aanvraag;07.12.2011-09:14:12;10929
4302;W_Nabellen offertes;07.12.2011-09:18:06;10929
4302;W_Nabellen offertes;14.12.2011-11:25:58;11003
4302;W_Nabellen offertes;14.12.2011-19:29:44;11119
4303;W_Completeren aanvraag;07.12.2011-12:21:02;11179
4303;W_Completeren aanvraag;07.12.2011-12:51:08;10910
4303;W_Completeren aanvraag;07.12.2011-12:54:56;10910
4303;W_Nabellen offertes;15.12.2011-05:15:05;-1
4303;W_Nabellen offertes;15.12.2011-11:20:10;11189
4303;W_Nabellen offertes;21.12.2011-18:01:03;10861
4303;W_Nabellen offertes;22.12.2011-17:50:59;10939
4303;W_Nabellen offertes;24.12.2011-11:31:52;11119
4303;W_Nabellen offertes;27.12.2011-19:32:19;10861
4303;W_Nabellen offertes;28.12.2011-10:38:57;11189
4303;W_Nabellen offertes;29.12.2011-10:10:43;11049
4303;W_Valideren aanvraag;29.12.2011-11:15:33;10972
4303;W_Valideren aanvraag;29.12.2011-11:51:56;10972
4303;W_Nabellen incomplete dossiers;29.12.2011-13:07:08;11000
4303;W_Nabellen incomplete dossiers;29.12.2011-13:34:00;11000
4303;W_Valideren aanvraag;29.12.2011-13:39:28;10972
4304;W_Afhandelen leads;07.12.2011-10:21:32;10910
4305;W_Afhandelen leads;07.12.2011-10:27:26;10909
4305;W_Completeren aanvraag;07.12.2011-11:52:12;10909
4305;W_Completeren aanvraag;07.12.2011-12:20:56;10931
4305;W_Nabellen offertes;07.12.2011-12:48:43;10931
4305;W_Nabellen offertes;14.12.2011-18:43:45;-1
4305;W_Nabellen offertes;21.12.2011-18:00:51;-1
4305;W_Nabellen offertes;23.12.2011-08:36:09;11259
4305;W_Valideren aanvraag;23.12.2011-13:11:19;10138
4306;W_Completeren aanvraag;07.12.2011-13:02:12;11179
4306;W_Nabellen offertes;14.12.2011-18:52:18;-1
4307;W_Completeren aanvraag;07.12.2011-11:07:26;11189
4307;W_Nabellen offertes;07.12.2011-11:57:07;11189
4307;W_Nabellen offertes;14.12.2011-17:50:33;11119
4307;W_Nabellen offertes;20.12.2011-13:34:45;11169
4307;W_Nabellen offertes;20.12.2011-13:38:01;-1
4307;W_Nabellen offertes;22.12.2011-11:14:53;11189
4307;W_Nabellen offertes;24.12.2011-09:19:45;11181
4307;W_Nabellen offertes;27.12.2011-19:02:17;10861
4307;W_Nabellen offertes;28.12.2011-14:26:08;11189
4307;W_Nabellen offertes;06.01.2012-11:06:17;10935
4307;W_Nabellen offertes;06.01.2012-13:32:48;11169
4307;W_Nabellen offertes;06.01.2012-13:54:52;10935
4307;W_Nabellen offertes;07.01.2012-08:15:36;10935
4308;W_Completeren aanvraag;07.12.2011-12:49:15;11179
4308;W_Completeren aanvraag;07.12.2011-17:05:09;-1
4309;W_Afhandelen leads;07.12.2011-11:16:17;10910
4309;W_Afhandelen leads;07.12.2011-11:25:51;10909
4310;W_Afhandelen leads;07.12.2011-11:37:41;10910
4311;W_Completeren aanvraag;07.12.2011-12:30:27;11179
4312;W_Afhandelen leads;07.12.2011-12:06:06;10931
4313;W_Afhandelen leads;07.12.2011-12:08:07;10931
4313;W_Completeren aanvraag;07.12.2011-14:04:07;11179
4313;W_Completeren aanvraag;07.12.2011-14:22:50;11179
4313;W_Completeren aanvraag;07.12.2011-15:20:28;10910
4313;W_Completeren aanvraag;10.12.2011-11:36:39;-1
4313;W_Completeren aanvraag;12.12.2011-17:42:48;10861
4313;W_Completeren aanvraag;13.12.2011-08:07:49;11189
4314;W_Afhandelen leads;07.12.2011-12:12:06;10931
4315;W_Completeren aanvraag;07.12.2011-12:17:10;11189
4315;W_Nabellen offertes;07.12.2011-12:30:39;11189
4315;W_Nabellen offertes;14.12.2011-18:03:58;11119
4315;W_Nabellen offertes;15.12.2011-11:13:10;11189
4315;W_Nabellen offertes;15.12.2011-11:59:18;11169
4315;W_Nabellen offertes;21.12.2011-18:01:39;-1
4315;W_Nabellen offertes;23.12.2011-18:06:50;-1
4315;W_Nabellen offertes;27.12.2011-08:51:03;11049
4315;W_Valideren aanvraag;27.12.2011-10:15:03;10629
4316;W_Completeren aanvraag;07.12.2011-12:43:40;11179
4316;W_Nabellen offertes;07.12.2011-12:45:03;11179
4316;W_Nabellen offertes;12.12.2011-09:15:42;11049
4316;W_Valideren aanvraag;14.12.2011-09:42:35;10138
4317;W_Afhandelen leads;07.12.2011-13:14:48;10931
4317;W_Completeren aanvraag;07.12.2011-13:25:01;11179
4317;W_Completeren aanvraag;07.12.2011-14:41:48;10910
4317;W_Completeren aanvraag;07.12.2011-17:08:10;-1
4317;W_Completeren aanvraag;08.12.2011-10:17:21;10863
4318;W_Afhandelen leads;07.12.2011-13:19:10;10931
4319;W_Completeren aanvraag;07.12.2011-13:57:46;11179
4319;W_Completeren aanvraag;07.12.2011-14:03:15;11179
4319;W_Nabellen offertes;14.12.2011-09:40:02;10899
4319;W_Valideren aanvraag;16.12.2011-14:20:06;10972
4319;W_Nabellen incomplete dossiers;16.12.2011-15:38:06;10982
4319;W_Nabellen incomplete dossiers;16.12.2011-16:31:49;-1
4319;W_Nabellen incomplete dossiers;19.12.2011-09:15:55;10929
4319;W_Nabellen incomplete dossiers;19.12.2011-12:33:03;10929
4319;W_Nabellen incomplete dossiers;19.12.2011-15:16:24;10929
4319;W_Nabellen incomplete dossiers;19.12.2011-19:21:17;11179
4319;W_Nabellen incomplete dossiers;19.12.2011-19:54:12;11179
4319;W_Nabellen incomplete dossiers;19.12.2011-19:55:49;10913
4319;W_Nabellen incomplete dossiers;20.12.2011-08:01:44;11049
4319;W_Valideren aanvraag;20.12.2011-08:28:07;11049
4319;W_Valideren aanvraag;20.12.2011-09:55:38;10972
4320;W_Afhandelen leads;07.12.2011-13:24:17;10910
4320;W_Completeren aanvraag;07.12.2011-13:25:19;11179
4320;W_Completeren aanvraag;07.12.2011-13:43:28;11179
4320;W_Completeren aanvraag;07.12.2011-16:15:30;-1
4320;W_Completeren aanvraag;07.12.2011-16:16:51;-1
4320;W_Completeren aanvraag;07.12.2011-16:31:31;-1
4321;W_Completeren aanvraag;07.12.2011-13:20:31;11179
4321;W_Completeren aanvraag;07.12.2011-14:25:07;11179
4321;W_Completeren aanvraag;07.12.2011-14:36:45;11179
4321;W_Completeren aanvraag;07.12.2011-15:25:50;10910
4321;W_Completeren aanvraag;07.12.2011-16:13:34;-1
4322;W_Completeren aanvraag;07.12.2011-13:43:07;11179
4323;W_Afhandelen leads;07.12.2011-13:35:01;10910
4324;W_Afhandelen leads;07.12.2011-13:39:54;10910
4324;W_Completeren aanvraag;07.12.2011-14:03:52;11179
4324;W_Completeren aanvraag;07.12.2011-15:41:28;10931
4324;W_Completeren aanvraag;07.12.2011-16:44:02;-1
4324;W_Completeren aanvraag;08.12.2011-09:57:59;10863
4324;W_Completeren aanvraag;08.12.2011-13:16:04;10863
4324;W_Completeren aanvraag;08.12.2011-17:15:35;11201
4324;W_Completeren aanvraag;09.12.2011-08:54:40;11003
4324;W_Completeren aanvraag;09.12.2011-09:27:54;10939
4324;W_Completeren aanvraag;09.12.2011-12:11:03;-1
4324;W_Completeren aanvraag;09.12.2011-13:15:06;-1
4324;W_Completeren aanvraag;09.12.2011-17:17:29;11203
4325;W_Afhandelen leads;07.12.2011-14:34:19;10931
4326;W_Afhandelen leads;07.12.2011-14:54:35;10931
4326;W_Afhandelen leads;07.12.2011-15:10:05;10931
4326;W_Completeren aanvraag;07.12.2011-15:33:07;11179
4326;W_Nabellen offertes;07.12.2011-15:36:19;11179
4326;W_Nabellen offertes;14.12.2011-19:05:07;11119
4326;W_Nabellen offertes;15.12.2011-09:56:58;11259
4326;W_Valideren aanvraag;16.12.2011-11:00:53;10609
4326;W_Nabellen incomplete dossiers;16.12.2011-14:15:15;10982
4326;W_Nabellen incomplete dossiers;16.12.2011-14:15:34;10982
4326;W_Nabellen incomplete dossiers;16.12.2011-14:16:22;10982
4326;W_Nabellen incomplete dossiers;19.12.2011-09:03:00;10899
4326;W_Valideren aanvraag;19.12.2011-10:57:59;10609
4326;W_Nabellen incomplete dossiers;19.12.2011-10:59:33;10609
4327;W_Afhandelen leads;07.12.2011-14:44:14;10910
4327;W_Completeren aanvraag;07.12.2011-15:04:42;11179
4328;W_Afhandelen leads;07.12.2011-15:27:24;10910
4328;W_Completeren aanvraag;07.12.2011-15:51:06;11179
4328;W_Nabellen offertes;14.12.2011-19:09:58;11119
4328;W_Nabellen offertes;17.12.2011-10:59:13;11122
4328;W_Nabellen offertes;17.12.2011-12:18:09;10913
4328;W_Nabellen offertes;19.12.2011-14:44:52;11000
4328;W_Nabellen offertes;19.12.2011-15:49:47;10910
4328;W_Nabellen offertes;19.12.2011-18:22:25;11180
4328;W_Nabellen offertes;23.12.2011-18:59:12;11181
4328;W_Nabellen offertes;27.12.2011-08:58:36;11259
4328;W_Valideren aanvraag;28.12.2011-09:21:06;10629
4328;W_Valideren aanvraag;28.12.2011-09:23:32;10629
4329;W_Afhandelen leads;07.12.2011-15:48:33;10931
4329;W_Completeren aanvraag;07.12.2011-16:46:45;-1
4329;W_Completeren aanvraag;08.12.2011-09:59:14;10863
4329;W_Completeren aanvraag;08.12.2011-10:05:56;-1
4329;W_Nabellen offertes;16.12.2011-13:19:23;-1
4329;W_Nabellen offertes;17.12.2011-11:58:51;10913
4329;W_Nabellen offertes;17.12.2011-14:23:11;10913
4329;W_Nabellen offertes;19.12.2011-16:54:50;11181
4329;W_Nabellen offertes;21.12.2011-09:14:26;10909
4330;W_Completeren aanvraag;07.12.2011-16:50:34;-1
4330;W_Completeren aanvraag;08.12.2011-10:01:09;10863
4330;W_Completeren aanvraag;08.12.2011-13:17:49;10863
4330;W_Completeren aanvraag;08.12.2011-17:16:48;11201
4330;W_Completeren aanvraag;09.12.2011-16:16:02;11201
4330;W_Completeren aanvraag;10.12.2011-10:04:19;-1
4330;W_Completeren aanvraag;10.12.2011-13:57:33;-1
4330;W_Completeren aanvraag;12.12.2011-19:27:37;11201
4330;W_Completeren aanvraag;13.12.2011-19:13:55;-1
4330;W_Completeren aanvraag;07.01.2012-08:15:26;-1
4331;W_Beoordelen fraude;07.12.2011-19:36:55;10188
4331;W_Beoordelen fraude;09.12.2011-13:49:51;10188
4332;W_Completeren aanvraag;07.12.2011-17:16:06;10931
4332;W_Completeren aanvraag;07.12.2011-17:25:56;10881
4332;W_Nabellen offertes;07.12.2011-17:27:49;10881
4332;W_Nabellen offertes;10.12.2011-11:35:45;-1
4332;W_Nabellen offertes;15.12.2011-16:12:49;11003
4332;W_Nabellen offertes;16.12.2011-10:08:05;10789
4332;W_Valideren aanvraag;20.12.2011-09:04:15;10809
4332;W_Valideren aanvraag;20.12.2011-09:12:58;10809
4333;W_Completeren aanvraag;07.12.2011-17:51:00;10931
4333;W_Nabellen offertes;07.12.2011-17:52:35;10931
4333;W_Nabellen offertes;14.12.2011-19:33:07;11119
4333;W_Nabellen offertes;17.12.2011-11:26:54;10913
4333;W_Nabellen offertes;19.12.2011-12:56:20;11180
4333;W_Nabellen offertes;20.12.2011-13:58:47;-1
4333;W_Nabellen offertes;21.12.2011-18:52:57;10861
4333;W_Nabellen offertes;07.01.2012-08:15:39;10861
4334;W_Afhandelen leads;07.12.2011-18:25:05;10939
4335;W_Beoordelen fraude;07.12.2011-19:37:46;10188
4335;W_Beoordelen fraude;09.12.2011-13:42:31;10188
4336;W_Afhandelen leads;07.12.2011-19:17:14;10939
4336;W_Completeren aanvraag;07.12.2011-19:34:44;10939
4336;W_Completeren aanvraag;07.12.2011-19:48:29;10939
4336;W_Completeren aanvraag;07.12.2011-19:54:53;10939
4336;W_Nabellen offertes;08.12.2011-14:07:29;10939
4336;W_Nabellen offertes;09.12.2011-08:33:45;10939
4336;W_Nabellen offertes;12.12.2011-12:12:07;-1
4336;W_Nabellen offertes;12.12.2011-12:12:26;-1
4336;W_Nabellen offertes;12.12.2011-12:13:16;-1
4336;W_Nabellen offertes;17.12.2011-11:23:23;10982
4336;W_Nabellen offertes;19.12.2011-08:39:12;10910
4336;W_Nabellen offertes;19.12.2011-08:40:18;10910
4336;W_Nabellen offertes;19.12.2011-08:40:31;10910
4336;W_Nabellen offertes;21.12.2011-09:00:08;11002
4336;W_Nabellen offertes;21.12.2011-09:42:24;10909
4336;W_Nabellen offertes;21.12.2011-09:47:09;10899
4336;W_Valideren aanvraag;21.12.2011-12:03:29;10809
4336;W_Valideren aanvraag;21.12.2011-12:53:06;10809
4336;W_Valideren aanvraag;21.12.2011-13:11:38;10809
4336;W_Nabellen incomplete dossiers;21.12.2011-14:19:07;11169
4336;W_Nabellen incomplete dossiers;21.12.2011-14:19:20;10899
4336;W_Nabellen incomplete dossiers;21.12.2011-14:20:05;10899
4336;W_Valideren aanvraag;21.12.2011-14:46:58;10809
4337;W_Completeren aanvraag;07.12.2011-19:10:09;-1
4337;W_Completeren aanvraag;08.12.2011-10:25:08;10863
4337;W_Completeren aanvraag;08.12.2011-12:25:17;10939
4337;W_Nabellen offertes;16.12.2011-14:06:18;-1
4337;W_Nabellen offertes;17.12.2011-15:29:49;10913
4337;W_Nabellen offertes;19.12.2011-18:10:45;11181
4337;W_Nabellen offertes;21.12.2011-10:59:54;10909
4337;W_Nabellen offertes;22.12.2011-15:02:43;11189
4337;W_Nabellen offertes;23.12.2011-18:19:27;-1
4337;W_Nabellen offertes;24.12.2011-12:19:49;11181
4337;W_Nabellen offertes;27.12.2011-19:37:41;10861
4337;W_Nabellen offertes;27.12.2011-19:39:49;11203
4337;W_Nabellen offertes;08.01.2012-08:15:40;11203
4338;W_Completeren aanvraag;07.12.2011-19:19:34;10939
4338;W_Completeren aanvraag;07.12.2011-19:33:51;10931
4338;W_Nabellen offertes;14.12.2011-19:03:45;-1
4338;W_Nabellen offertes;20.12.2011-19:43:14;-1
4338;W_Nabellen offertes;21.12.2011-18:19:08;-1
4338;W_Nabellen offertes;22.12.2011-17:47:01;11201
4338;W_Nabellen offertes;23.12.2011-14:36:46;-1
4338;W_Nabellen offertes;24.12.2011-12:02:28;11181
4338;W_Nabellen offertes;27.12.2011-19:39:29;10929
4339;W_Afhandelen leads;07.12.2011-19:44:51;11119
4339;W_Completeren aanvraag;08.12.2011-09:55:41;11169
4339;W_Completeren aanvraag;08.12.2011-11:16:32;-1
4339;W_Completeren aanvraag;08.12.2011-15:01:57;10863
4339;W_Completeren aanvraag;08.12.2011-17:39:08;11201
4339;W_Completeren aanvraag;09.12.2011-16:27:44;11203
4339;W_Completeren aanvraag;09.12.2011-17:25:24;11203
4339;W_Completeren aanvraag;10.12.2011-10:06:21;10912
4339;W_Completeren aanvraag;10.12.2011-10:18:09;10912
4340;W_Afhandelen leads;07.12.2011-19:45:43;11119
4341;W_Afhandelen leads;07.12.2011-19:47:05;11119
4341;W_Completeren aanvraag;08.12.2011-11:19:43;11169
4341;W_Completeren aanvraag;08.12.2011-11:32:18;-1
4341;W_Nabellen offertes;16.12.2011-13:36:03;-1
4342;W_Completeren aanvraag;07.12.2011-19:43:01;-1
4342;W_Completeren aanvraag;08.12.2011-11:06:56;10863
4342;W_Completeren aanvraag;08.12.2011-17:59:19;11201
4342;W_Completeren aanvraag;08.12.2011-18:09:47;11201
4342;W_Completeren aanvraag;09.12.2011-09:13:49;11003
4342;W_Completeren aanvraag;09.12.2011-12:30:47;-1
4342;W_Nabellen offertes;09.12.2011-12:32:59;-1
4342;W_Nabellen offertes;16.12.2011-19:33:49;11203
4342;W_Nabellen offertes;19.12.2011-10:48:06;10863
4342;W_Nabellen offertes;19.12.2011-11:23:43;10863
4342;W_Nabellen offertes;20.12.2011-13:20:42;11189
4342;W_Nabellen offertes;20.12.2011-13:32:41;-1
4342;W_Nabellen offertes;21.12.2011-18:46:38;-1
4342;W_Nabellen offertes;22.12.2011-14:59:48;10932
4342;W_Nabellen offertes;23.12.2011-18:46:03;-1
4342;W_Nabellen offertes;24.12.2011-12:29:19;11119
4343;W_Completeren aanvraag;07.12.2011-19:53:53;-1
4343;W_Completeren aanvraag;08.12.2011-11:08:17;10863
4343;W_Completeren aanvraag;08.12.2011-14:21:02;10863
4343;W_Nabellen offertes;08.12.2011-14:22:08;10863
4343;W_Nabellen offertes;16.12.2011-14:13:46;-1
4343;W_Nabellen offertes;17.12.2011-15:30:44;10913
4343;W_Nabellen offertes;19.12.2011-18:11:50;11181
4343;W_Nabellen offertes;21.12.2011-10:58:57;10909
4343;W_Nabellen offertes;22.12.2011-15:10:18;11189
4343;W_Nabellen offertes;23.12.2011-18:30:57;11179
4343;W_Nabellen offertes;24.12.2011-11:43:03;-1
4343;W_Nabellen offertes;24.12.2011-11:56:08;11181
4343;W_Nabellen offertes;27.12.2011-19:06:57;10909
4344;W_Completeren aanvraag;07.12.2011-19:54:37;-1
4344;W_Completeren aanvraag;08.12.2011-10:04:50;11169
4344;W_Completeren aanvraag;08.12.2011-18:47:45;11201
4344;W_Completeren aanvraag;09.12.2011-17:11:09;11203
4344;W_Completeren aanvraag;10.12.2011-11:28:42;-1
4344;W_Completeren aanvraag;10.12.2011-11:43:02;-1
4344;W_Completeren aanvraag;12.12.2011-19:26:07;11201
4345;W_Afhandelen leads;08.12.2011-08:55:29;11169
4345;W_Afhandelen leads;08.12.2011-09:29:29;10863
4345;W_Completeren aanvraag;08.12.2011-11:45:20;-1
4345;W_Completeren aanvraag;08.12.2011-11:52:41;-1
4345;W_Completeren aanvraag;08.12.2011-13:14:53;11169
4345;W_Completeren aanvraag;08.12.2011-14:42:37;10863
4345;W_Completeren aanvraag;08.12.2011-14:52:33;10863
4345;W_Nabellen offertes;08.12.2011-14:53:41;10863
4345;W_Nabellen offertes;15.12.2011-15:52:36;11179
4345;W_Nabellen offertes;16.12.2011-13:14:07;-1
4345;W_Nabellen offertes;20.12.2011-08:52:42;11259
4345;W_Valideren aanvraag;21.12.2011-11:22:53;10609
4345;W_Nabellen incomplete dossiers;21.12.2011-12:02:38;11169
4345;W_Nabellen incomplete dossiers;21.12.2011-12:51:53;11169
4345;W_Nabellen incomplete dossiers;21.12.2011-17:18:42;10861
4345;W_Nabellen incomplete dossiers;22.12.2011-08:17:58;11000
4345;W_Nabellen incomplete dossiers;22.12.2011-12:56:31;11000
4345;W_Nabellen incomplete dossiers;22.12.2011-13:10:21;10809
4345;W_Nabellen incomplete dossiers;22.12.2011-17:44:53;10929
4345;W_Nabellen incomplete dossiers;22.12.2011-17:45:34;10929
4345;W_Nabellen incomplete dossiers;23.12.2011-13:57:20;10809
4345;W_Nabellen incomplete dossiers;23.12.2011-18:45:40;10913
4345;W_Nabellen incomplete dossiers;24.12.2011-14:01:42;10929
4345;W_Nabellen incomplete dossiers;24.12.2011-14:11:04;10929
4345;W_Nabellen incomplete dossiers;27.12.2011-10:18:11;11049
4345;W_Valideren aanvraag;27.12.2011-12:24:17;10609
4346;W_Afhandelen leads;08.12.2011-08:10:35;10863
4346;W_Completeren aanvraag;08.12.2011-10:46:03;-1
4346;W_Completeren aanvraag;08.12.2011-12:21:08;10861
4346;W_Nabellen offertes;16.12.2011-13:51:00;-1
4347;W_Completeren aanvraag;08.12.2011-10:24:38;11169
4347;W_Completeren aanvraag;08.12.2011-13:19:00;10863
4347;W_Completeren aanvraag;08.12.2011-17:26:48;11201
4347;W_Nabellen offertes;08.12.2011-17:33:44;11201
4347;W_Nabellen offertes;15.12.2011-14:12:03;11179
4347;W_Nabellen offertes;27.12.2011-16:08:08;10861
4347;W_Nabellen offertes;27.12.2011-17:51:21;10861
4347;W_Nabellen offertes;28.12.2011-10:22:04;11189
4347;W_Nabellen offertes;28.12.2011-18:03:36;11181
4347;W_Nabellen offertes;02.01.2012-16:27:50;-1
4347;W_Nabellen offertes;02.01.2012-18:52:35;-1
4347;W_Nabellen offertes;04.01.2012-18:08:52;10939
4347;W_Nabellen offertes;05.01.2012-19:30:56;11203
4348;W_Completeren aanvraag;08.12.2011-10:33:19;-1
4348;W_Nabellen offertes;09.12.2011-05:15:05;-1
4348;W_Nabellen offertes;15.12.2011-14:24:32;11179
4348;W_Nabellen offertes;17.12.2011-10:45:09;10913
4348;W_Nabellen offertes;19.12.2011-12:33:42;11180
4348;W_Nabellen offertes;20.12.2011-13:54:25;-1
4348;W_Nabellen offertes;21.12.2011-18:51:35;-1
4348;W_Nabellen offertes;22.12.2011-18:53:48;10939
4348;W_Nabellen offertes;23.12.2011-17:37:28;11179
4348;W_Nabellen offertes;27.12.2011-14:13:41;11179
4348;W_Nabellen offertes;27.12.2011-16:10:28;10861
4349;W_Afhandelen leads;08.12.2011-08:18:42;10863
4350;W_Afhandelen leads;08.12.2011-08:22:53;10863
4350;W_Completeren aanvraag;08.12.2011-10:53:44;-1
4350;W_Completeren aanvraag;08.12.2011-14:06:53;10863
4350;W_Completeren aanvraag;08.12.2011-17:07:42;11201
4351;W_Afhandelen leads;08.12.2011-08:37:13;10863
4352;W_Afhandelen leads;08.12.2011-08:44:56;10863
4352;W_Completeren aanvraag;08.12.2011-11:07:23;-1
4352;W_Nabellen offertes;16.12.2011-13:25:32;-1
4352;W_Nabellen offertes;19.12.2011-09:16:49;11259
4352;W_Valideren aanvraag;21.12.2011-08:17:10;10138
4353;W_Afhandelen leads;08.12.2011-08:56:50;10863
4353;W_Completeren aanvraag;08.12.2011-11:36:21;-1
4353;W_Completeren aanvraag;08.12.2011-11:41:31;-1
4353;W_Completeren aanvraag;08.12.2011-18:05:25;11201
4353;W_Completeren aanvraag;08.12.2011-18:13:07;11201
4353;W_Completeren aanvraag;08.12.2011-18:51:00;11179
4353;W_Nabellen offertes;08.12.2011-18:54:48;11179
4353;W_Nabellen offertes;13.12.2011-16:19:51;10982
4353;W_Nabellen offertes;16.12.2011-09:15:50;11259
4353;W_Valideren aanvraag;19.12.2011-19:23:38;10629
4353;W_Nabellen incomplete dossiers;19.12.2011-19:26:56;11179
4353;W_Nabellen incomplete dossiers;19.12.2011-19:27:08;11179
4353;W_Nabellen incomplete dossiers;19.12.2011-19:28:23;11179
4353;W_Nabellen incomplete dossiers;19.12.2011-19:33:19;11181
4353;W_Nabellen incomplete dossiers;19.12.2011-19:33:29;11181
4353;W_Nabellen incomplete dossiers;19.12.2011-19:33:35;11181
4353;W_Nabellen incomplete dossiers;19.12.2011-19:41:00;11122
4353;W_Nabellen incomplete dossiers;20.12.2011-08:51:05;10909
4353;W_Nabellen incomplete dossiers;20.12.2011-08:54:39;10629
4353;W_Nabellen incomplete dossiers;20.12.2011-08:59:45;10909
4353;W_Nabellen incomplete dossiers;20.12.2011-12:39:33;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-12:41:00;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-12:45:57;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-12:49:12;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-14:12:48;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-14:20:08;11049
4353;W_Nabellen incomplete dossiers;20.12.2011-14:31:11;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-14:36:53;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-14:56:40;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-15:00:29;10809
4353;W_Nabellen incomplete dossiers;20.12.2011-15:26:38;10809
4353;W_Nabellen incomplete dossiers;20.12.2011-15:30:43;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-15:48:59;-1
4353;W_Nabellen incomplete dossiers;20.12.2011-16:29:14;11122
4353;W_Valideren aanvraag;21.12.2011-08:06:30;10629
4353;W_Nabellen incomplete dossiers;21.12.2011-08:10:25;10629
4354;W_Afhandelen leads;08.12.2011-09:12:02;10863
4354;W_Afhandelen leads;08.12.2011-09:13:38;10863
4354;W_Completeren aanvraag;08.12.2011-10:36:12;10910
4354;W_Completeren aanvraag;08.12.2011-10:38:47;10910
4354;W_Nabellen offertes;16.12.2011-10:07:43;10935
4354;W_Nabellen offertes;16.12.2011-11:11:17;10909
4354;W_Nabellen offertes;16.12.2011-11:12:21;10909
4354;W_Nabellen offertes;16.12.2011-11:13:20;10909
4354;W_Nabellen offertes;19.12.2011-09:50:35;11259
4354;W_Valideren aanvraag;21.12.2011-12:39:48;10629
4354;W_Valideren aanvraag;21.12.2011-13:12:37;10629
4354;W_Nabellen incomplete dossiers;21.12.2011-13:18:50;10629
4354;W_Nabellen incomplete dossiers;21.12.2011-14:23:51;-1
4354;W_Valideren aanvraag;21.12.2011-14:54:17;10629
4355;W_Afhandelen leads;08.12.2011-09:17:10;10863
4356;W_Afhandelen leads;08.12.2011-09:27:28;10863
4357;W_Afhandelen leads;08.12.2011-08:40:23;10809
4358;W_Completeren aanvraag;08.12.2011-08:41:43;10809
4359;W_Completeren aanvraag;08.12.2011-11:12:57;-1
4359;W_Completeren aanvraag;08.12.2011-14:26:29;10863
4360;W_Afhandelen leads;08.12.2011-09:35:40;10910
4360;W_Completeren aanvraag;08.12.2011-09:46:25;10910
4360;W_Completeren aanvraag;08.12.2011-09:48:56;10910
4360;W_Nabellen offertes;08.12.2011-09:51:00;10910
4360;W_Nabellen offertes;13.12.2011-14:56:29;11181
4360;W_Nabellen offertes;15.12.2011-13:25:06;10932
4360;W_Nabellen offertes;21.12.2011-09:01:26;10899
4360;W_Valideren aanvraag;21.12.2011-12:11:07;10609
4360;W_Valideren aanvraag;21.12.2011-12:46:43;10609
