case;event;time
1536;Accepted-In Progress;26.04.2012-08:32:22
1536;Queued-Awaiting Assignment;26.04.2012-08:35:42
1536;Accepted-In Progress;27.04.2012-10:01:27
1536;Completed-Resolved;08.05.2012-06:16:43
1536;Completed-Closed;15.05.2012-23:20:56
1537;Accepted-In Progress;26.04.2012-09:03:38
1537;Accepted-In Progress;26.04.2012-09:04:36
1537;Queued-Awaiting Assignment;26.04.2012-09:18:08
1537;Accepted-In Progress;26.04.2012-09:24:49
1537;Accepted-Assigned;26.04.2012-09:26:04
1537;Accepted-In Progress;26.04.2012-10:19:38
1537;Accepted-Wait - User;26.04.2012-10:19:42
1537;Completed-Resolved;03.05.2012-08:09:19
1537;Completed-Closed;10.05.2012-23:23:09
1538;Accepted-In Progress;26.04.2012-10:34:21
1538;Accepted-In Progress;26.04.2012-10:34:56
1538;Queued-Awaiting Assignment;26.04.2012-11:21:28
1538;Accepted-In Progress;26.04.2012-12:33:01
1538;Queued-Awaiting Assignment;26.04.2012-12:33:18
1538;Accepted-In Progress;26.04.2012-12:33:21
1538;Accepted-Assigned;26.04.2012-12:33:31
1538;Accepted-In Progress;26.04.2012-12:52:28
1538;Accepted-Wait - User;26.04.2012-12:56:20
1538;Completed-Resolved;14.05.2012-09:23:31
1538;Completed-Closed;21.05.2012-23:24:09
1539;Accepted-In Progress;26.04.2012-08:19:00
1539;Accepted-In Progress;26.04.2012-08:20:12
1539;Queued-Awaiting Assignment;26.04.2012-08:21:37
1539;Accepted-In Progress;28.04.2012-02:18:14
1539;Queued-Awaiting Assignment;28.04.2012-02:18:36
1539;Accepted-In Progress;03.05.2012-10:00:37
1539;Accepted-Assigned;03.05.2012-10:00:41
1539;Accepted-In Progress;03.05.2012-10:06:19
1539;Accepted-Wait - User;03.05.2012-12:14:39
1539;Accepted-In Progress;03.05.2012-12:36:28
1539;Completed-Resolved;03.05.2012-13:11:45
1539;Completed-Closed;10.05.2012-23:23:10
1540;Accepted-In Progress;26.04.2012-08:22:52
1540;Accepted-In Progress;26.04.2012-08:23:19
1540;Queued-Awaiting Assignment;26.04.2012-08:25:08
1540;Accepted-In Progress;28.04.2012-02:06:28
1540;Queued-Awaiting Assignment;28.04.2012-02:06:32
1540;Accepted-In Progress;08.05.2012-14:20:51
1540;Accepted-Assigned;08.05.2012-14:21:06
1540;Accepted-In Progress;09.05.2012-11:38:42
1540;Accepted-Assigned;09.05.2012-11:38:48
1540;Accepted-In Progress;09.05.2012-12:56:26
1540;Completed-Resolved;09.05.2012-13:10:20
1540;Completed-Closed;09.05.2012-23:17:38
1541;Accepted-In Progress;26.04.2012-08:21:25
1541;Accepted-In Progress;26.04.2012-08:22:13
1541;Queued-Awaiting Assignment;26.04.2012-08:27:52
1541;Accepted-In Progress;26.04.2012-08:29:06
1541;Accepted-Wait;26.04.2012-13:58:13
1541;Accepted-Wait - User;26.04.2012-15:21:24
1541;Accepted-In Progress;02.05.2012-08:55:35
1541;Accepted-Wait - User;02.05.2012-08:55:42
1541;Accepted-In Progress;02.05.2012-19:23:45
1541;Completed-Resolved;02.05.2012-19:23:47
1541;Completed-Closed;09.05.2012-23:17:39
1542;Accepted-In Progress;26.04.2012-09:05:08
1542;Accepted-In Progress;26.04.2012-09:05:19
1542;Queued-Awaiting Assignment;26.04.2012-09:08:07
1542;Accepted-In Progress;27.04.2012-06:11:59
1542;Accepted-Wait - User;27.04.2012-12:47:18
1542;Completed-Resolved;02.05.2012-08:36:59
1542;Completed-Closed;02.05.2012-23:10:44
1543;Accepted-In Progress;26.04.2012-09:01:26
1543;Accepted-In Progress;26.04.2012-09:02:21
1543;Accepted-In Progress;26.04.2012-09:09:16
1543;Queued-Awaiting Assignment;26.04.2012-09:09:43
1543;Accepted-In Progress;26.04.2012-09:17:23
1543;Accepted-Assigned;26.04.2012-09:22:00
1543;Accepted-In Progress;26.04.2012-13:50:12
1543;Accepted-Assigned;26.04.2012-13:51:11
1543;Accepted-In Progress;27.04.2012-15:50:37
1543;Queued-Awaiting Assignment;27.04.2012-15:54:44
1543;Accepted-In Progress;27.04.2012-16:00:20
1543;Queued-Awaiting Assignment;03.05.2012-08:57:38
1543;Accepted-In Progress;03.05.2012-08:59:58
1543;Accepted-Assigned;03.05.2012-09:03:35
1543;Accepted-In Progress;03.05.2012-09:31:59
1543;Accepted-Assigned;03.05.2012-09:32:28
1543;Accepted-In Progress;03.05.2012-10:38:47
1543;Accepted-Assigned;03.05.2012-10:39:56
1543;Accepted-In Progress;03.05.2012-16:03:35
1543;Completed-Resolved;03.05.2012-16:03:45
1543;Completed-Closed;10.05.2012-23:23:09
1544;Accepted-In Progress;26.04.2012-08:50:04
1544;Accepted-In Progress;26.04.2012-08:51:08
1544;Queued-Awaiting Assignment;26.04.2012-08:53:44
1544;Accepted-In Progress;26.04.2012-09:33:45
1544;Accepted-Wait - Implementation;26.04.2012-09:33:51
1544;Accepted-Wait - User;27.04.2012-10:23:44
1544;Completed-Resolved;02.05.2012-12:14:00
1544;Completed-Closed;02.05.2012-23:10:45
1545;Accepted-In Progress;26.04.2012-09:38:21
1545;Accepted-In Progress;26.04.2012-09:39:26
1545;Accepted-Wait - User;26.04.2012-10:07:35
1545;Accepted-In Progress;27.04.2012-08:09:36
1545;Accepted-Wait - User;27.04.2012-08:10:11
1545;Accepted-In Progress;27.04.2012-08:29:54
1545;Queued-Awaiting Assignment;27.04.2012-09:17:57
1545;Accepted-In Progress;03.05.2012-12:12:37
1545;Accepted-Wait - User;03.05.2012-12:12:45
1545;Completed-Resolved;03.05.2012-12:21:15
1545;Completed-Closed;03.05.2012-23:13:34
1546;Accepted-In Progress;26.04.2012-09:26:42
1546;Accepted-In Progress;26.04.2012-09:30:13
1546;Queued-Awaiting Assignment;26.04.2012-09:30:25
1546;Accepted-In Progress;26.04.2012-09:33:49
1546;Accepted-Assigned;26.04.2012-09:33:58
1546;Accepted-In Progress;26.04.2012-10:47:28
1546;Accepted-Wait - Implementation;26.04.2012-13:58:08
1546;Accepted-Wait - User;30.04.2012-16:16:20
1546;Accepted-Wait - Implementation;03.05.2012-12:22:59
1546;Completed-Resolved;08.05.2012-12:04:04
1546;Completed-Closed;15.05.2012-23:20:55
1547;Accepted-In Progress;26.04.2012-09:06:48
1547;Accepted-In Progress;26.04.2012-09:07:58
1547;Completed-Resolved;26.04.2012-10:56:18
1547;Queued-Awaiting Assignment;26.04.2012-11:02:58
1547;Accepted-In Progress;26.04.2012-11:17:19
1547;Queued-Awaiting Assignment;26.04.2012-11:17:28
1547;Queued-Awaiting Assignment;26.04.2012-11:17:29
1547;Accepted-In Progress;28.04.2012-02:14:39
1547;Queued-Awaiting Assignment;28.04.2012-02:14:47
1547;Accepted-In Progress;08.05.2012-09:18:22
1547;Accepted-Assigned;08.05.2012-09:19:19
1547;Accepted-In Progress;14.05.2012-09:37:52
1547;Completed-Resolved;14.05.2012-09:40:08
1547;Completed-Closed;14.05.2012-09:40:13
1548;Accepted-In Progress;26.04.2012-09:07:30
1548;Accepted-In Progress;26.04.2012-09:10:25
1548;Queued-Awaiting Assignment;26.04.2012-09:13:46
1548;Accepted-In Progress;26.04.2012-11:34:34
1548;Accepted-Wait - User;26.04.2012-11:34:41
1548;Completed-Resolved;07.05.2012-08:46:04
1548;Completed-Closed;07.05.2012-23:18:15
1549;Accepted-In Progress;26.04.2012-09:28:59
1549;Accepted-In Progress;26.04.2012-09:30:07
1549;Queued-Awaiting Assignment;26.04.2012-09:34:18
1549;Accepted-In Progress;26.04.2012-12:20:05
1549;Queued-Awaiting Assignment;26.04.2012-12:21:35
1549;Accepted-In Progress;27.04.2012-03:54:48
1549;Accepted-Wait - User;27.04.2012-04:10:28
1549;Completed-Resolved;02.05.2012-08:53:43
1549;Completed-Closed;09.05.2012-23:17:36
1550;Accepted-In Progress;26.04.2012-09:47:21
1550;Accepted-In Progress;26.04.2012-09:49:10
1550;Accepted-Wait;26.04.2012-09:58:52
1550;Accepted-Wait;29.04.2012-09:56:44
1550;Completed-Resolved;11.05.2012-14:11:38
1550;Completed-Closed;11.05.2012-23:19:03
1551;Accepted-In Progress;26.04.2012-10:18:02
1551;Accepted-In Progress;26.04.2012-10:20:55
1551;Queued-Awaiting Assignment;26.04.2012-10:25:45
1551;Accepted-In Progress;26.04.2012-12:49:57
1551;Accepted-Wait - User;27.04.2012-08:34:34
1551;Completed-Resolved;07.05.2012-09:38:02
1551;Completed-Closed;07.05.2012-23:18:13
1552;Queued-Awaiting Assignment;26.04.2012-12:21:39
1552;Accepted-In Progress;26.04.2012-12:53:55
1552;Accepted-In Progress;26.04.2012-12:55:11
1552;Queued-Awaiting Assignment;26.04.2012-12:55:28
1552;Accepted-In Progress;04.05.2012-14:01:16
1552;Completed-Resolved;07.05.2012-07:20:11
1552;Completed-Closed;14.05.2012-23:22:00
1553;Queued-Awaiting Assignment;26.04.2012-12:25:44
1553;Accepted-In Progress;26.04.2012-12:56:27
1553;Queued-Awaiting Assignment;26.04.2012-12:56:36
1553;Accepted-In Progress;28.04.2012-01:41:12
1553;Queued-Awaiting Assignment;28.04.2012-01:41:17
1553;Accepted-In Progress;01.05.2012-11:11:55
1553;Completed-Resolved;01.05.2012-11:23:56
1553;Completed-Closed;08.05.2012-23:14:09
1554;Queued-Awaiting Assignment;26.04.2012-13:04:09
1554;Accepted-In Progress;26.04.2012-13:16:02
1554;Queued-Awaiting Assignment;26.04.2012-13:16:57
1554;Accepted-In Progress;03.05.2012-13:11:03
1554;Completed-Resolved;03.05.2012-13:58:08
1554;Completed-Closed;10.05.2012-23:23:02
1555;Queued-Awaiting Assignment;26.04.2012-13:44:31
1555;Accepted-In Progress;26.04.2012-13:48:49
1555;Accepted-Assigned;26.04.2012-13:49:49
1555;Accepted-In Progress;04.05.2012-08:16:43
1555;Queued-Awaiting Assignment;04.05.2012-12:12:41
1555;Accepted-In Progress;04.05.2012-12:32:56
1555;Queued-Awaiting Assignment;04.05.2012-12:37:31
1555;Accepted-In Progress;04.05.2012-13:30:52
1555;Accepted-Wait - User;04.05.2012-14:08:56
1555;Accepted-In Progress;14.05.2012-12:44:36
1555;Completed-Resolved;14.05.2012-12:45:05
1555;Completed-Closed;14.05.2012-23:21:59
1556;Queued-Awaiting Assignment;26.04.2012-13:50:45
1556;Accepted-In Progress;26.04.2012-14:00:01
1556;Accepted-Assigned;26.04.2012-14:00:06
1556;Accepted-In Progress;27.04.2012-08:58:24
1556;Accepted-In Progress;27.04.2012-09:00:27
1556;Queued-Awaiting Assignment;27.04.2012-09:01:45
1556;Accepted-In Progress;30.04.2012-05:44:02
1556;Queued-Awaiting Assignment;30.04.2012-05:44:09
1556;Accepted-In Progress;01.05.2012-11:10:09
1556;Queued-Awaiting Assignment;01.05.2012-11:15:25
1556;Accepted-In Progress;04.05.2012-13:19:47
1556;Queued-Awaiting Assignment;04.05.2012-13:23:01
1556;Accepted-In Progress;07.05.2012-07:08:45
1556;Accepted-Assigned;07.05.2012-07:08:50
1556;Accepted-In Progress;07.05.2012-09:58:30
1556;Accepted-Wait - User;07.05.2012-10:00:04
1556;Accepted-In Progress;07.05.2012-14:26:31
1556;Completed-Resolved;07.05.2012-14:32:47
1556;Completed-Closed;14.05.2012-23:21:58
1557;Queued-Awaiting Assignment;26.04.2012-14:09:38
1557;Accepted-In Progress;26.04.2012-15:02:25
1557;Accepted-Assigned;26.04.2012-15:03:50
1557;Accepted-In Progress;26.04.2012-15:04:10
1557;Accepted-Assigned;26.04.2012-15:04:25
1557;Accepted-In Progress;02.05.2012-07:57:36
1557;Accepted-Wait - User;02.05.2012-13:15:10
1557;Completed-Resolved;09.05.2012-09:11:20
1557;Completed-Closed;09.05.2012-23:17:27
1558;Queued-Awaiting Assignment;26.04.2012-15:27:03
1558;Accepted-In Progress;26.04.2012-17:17:24
1558;Queued-Awaiting Assignment;26.04.2012-17:52:24
1558;Accepted-In Progress;26.04.2012-17:54:00
1558;Accepted-Wait;26.04.2012-17:54:10
1558;Accepted-Assigned;26.04.2012-17:55:01
1558;Accepted-In Progress;26.04.2012-17:55:05
1558;Accepted-Wait;26.04.2012-17:55:13
1558;Accepted-In Progress;27.04.2012-17:13:07
1558;Completed-Resolved;27.04.2012-17:15:39
1558;Completed-Closed;04.05.2012-23:13:30
1558;Accepted-In Progress;07.05.2012-11:55:51
1558;Queued-Awaiting Assignment;07.05.2012-11:57:56
1558;Accepted-In Progress;07.05.2012-11:59:50
1558;Queued-Awaiting Assignment;07.05.2012-12:00:52
1558;Accepted-In Progress;07.05.2012-14:29:15
1558;Queued-Awaiting Assignment;07.05.2012-14:34:34
1558;Accepted-In Progress;07.05.2012-17:15:36
1558;Accepted-Assigned;07.05.2012-17:35:25
1558;Accepted-In Progress;08.05.2012-11:33:29
1558;Accepted-Wait;08.05.2012-11:33:34
1558;Accepted-In Progress;08.05.2012-18:36:28
1558;Completed-Resolved;08.05.2012-18:37:32
1558;Completed-Closed;15.05.2012-23:20:49
1559;Queued-Awaiting Assignment;26.04.2012-19:03:02
1559;Accepted-In Progress;26.04.2012-22:32:35
1559;Accepted-In Progress;26.04.2012-22:33:15
1559;Queued-Awaiting Assignment;26.04.2012-22:33:37
1559;Accepted-In Progress;27.04.2012-12:16:34
1559;Accepted-Assigned;27.04.2012-12:18:39
1559;Accepted-In Progress;30.04.2012-18:37:35
1559;Accepted-Wait - Implementation;30.04.2012-18:40:24
1559;Completed-Resolved;04.05.2012-14:50:25
1559;Completed-Closed;04.05.2012-23:13:18
1560;Accepted-In Progress;26.04.2012-09:48:43
1560;Accepted-In Progress;26.04.2012-09:52:22
1560;Accepted-Wait - Vendor;26.04.2012-09:52:28
1560;Accepted-In Progress;03.05.2012-14:39:19
1560;Completed-Resolved;03.05.2012-14:40:33
1560;Completed-Closed;10.05.2012-23:23:07
1561;Accepted-In Progress;26.04.2012-10:13:48
1561;Accepted-In Progress;26.04.2012-10:14:08
1561;Accepted-Wait;26.04.2012-10:16:18
1561;Accepted-In Progress;03.05.2012-06:50:46
1561;Queued-Awaiting Assignment;03.05.2012-06:54:31
1561;Accepted-In Progress;03.05.2012-07:05:16
1561;Queued-Awaiting Assignment;03.05.2012-07:20:03
1561;Accepted-In Progress;03.05.2012-08:11:46
1561;Accepted-Assigned;03.05.2012-08:11:52
1561;Accepted-Assigned;03.05.2012-10:15:46
1561;Accepted-In Progress;03.05.2012-14:56:12
1561;Completed-Resolved;03.05.2012-14:56:54
1561;Completed-Closed;03.05.2012-23:13:24
1562;Accepted-In Progress;26.04.2012-10:31:02
1562;Accepted-In Progress;26.04.2012-10:31:26
1562;Queued-Awaiting Assignment;26.04.2012-11:37:06
1562;Accepted-In Progress;27.04.2012-15:33:15
1562;Queued-Awaiting Assignment;02.05.2012-08:35:37
1562;Accepted-In Progress;02.05.2012-09:24:45
1562;Completed-Resolved;02.05.2012-09:25:16
1562;Completed-Closed;02.05.2012-23:10:34
1563;Queued-Awaiting Assignment;27.04.2012-11:28:38
1563;Queued-Awaiting Assignment;27.04.2012-11:40:20
1563;Queued-Awaiting Assignment;27.04.2012-11:40:57
1563;Accepted-In Progress;27.04.2012-11:43:06
1563;Queued-Awaiting Assignment;27.04.2012-11:43:28
1563;Accepted-In Progress;27.04.2012-12:02:00
1563;Accepted-Assigned;27.04.2012-12:05:44
1563;Accepted-In Progress;27.04.2012-12:54:12
1563;Accepted-In Progress;09.05.2012-09:54:39
1563;Queued-Awaiting Assignment;09.05.2012-10:35:20
1563;Accepted-In Progress;09.05.2012-10:35:24
1563;Accepted-Wait - User;09.05.2012-10:35:43
1563;Completed-Resolved;10.05.2012-09:43:46
1563;Completed-Closed;10.05.2012-23:22:37
1564;Queued-Awaiting Assignment;27.04.2012-13:22:04
1564;Queued-Awaiting Assignment;27.04.2012-13:30:55
1564;Accepted-In Progress;27.04.2012-13:37:26
1564;Queued-Awaiting Assignment;27.04.2012-13:38:06
1564;Accepted-In Progress;27.04.2012-14:17:11
1564;Completed-Resolved;04.05.2012-09:51:45
1564;Completed-Closed;11.05.2012-23:18:37
1565;Queued-Awaiting Assignment;28.04.2012-09:03:47
1565;Queued-Awaiting Assignment;28.04.2012-09:06:35
1565;Accepted-In Progress;30.04.2012-10:20:54
1565;Queued-Awaiting Assignment;30.04.2012-10:23:55
1565;Accepted-In Progress;30.04.2012-10:23:58
1565;Queued-Awaiting Assignment;30.04.2012-10:24:55
1565;Accepted-In Progress;02.05.2012-08:15:43
1565;Queued-Awaiting Assignment;02.05.2012-09:52:44
1565;Accepted-In Progress;02.05.2012-09:55:20
1565;Completed-Resolved;02.05.2012-10:24:25
1565;Completed-Closed;09.05.2012-23:16:43
1566;Queued-Awaiting Assignment;30.04.2012-12:56:13
1566;Queued-Awaiting Assignment;30.04.2012-12:56:37
1566;Accepted-In Progress;30.04.2012-13:04:34
1566;Queued-Awaiting Assignment;30.04.2012-13:05:11
1566;Accepted-In Progress;30.04.2012-14:46:07
1566;Accepted-Wait;30.04.2012-16:11:33
1566;Completed-Resolved;03.05.2012-09:50:40
1566;Completed-Closed;10.05.2012-23:22:06
1567;Queued-Awaiting Assignment;01.05.2012-07:37:28
1567;Queued-Awaiting Assignment;01.05.2012-07:38:58
1567;Accepted-In Progress;01.05.2012-08:12:45
1567;Accepted-Wait - User;01.05.2012-09:08:51
1567;Completed-Resolved;02.05.2012-06:42:00
1567;Completed-Closed;09.05.2012-23:15:57
1568;Queued-Awaiting Assignment;01.05.2012-12:49:14
1568;Queued-Awaiting Assignment;01.05.2012-12:51:12
1568;Accepted-In Progress;01.05.2012-13:28:25
1568;Queued-Awaiting Assignment;01.05.2012-13:31:18
1568;Accepted-In Progress;01.05.2012-13:31:23
1568;Queued-Awaiting Assignment;01.05.2012-13:31:39
1568;Accepted-In Progress;01.05.2012-13:33:15
1568;Accepted-Assigned;01.05.2012-13:33:35
1568;Accepted-In Progress;01.05.2012-18:19:59
1568;Completed-Resolved;01.05.2012-20:54:05
1568;Completed-Closed;08.05.2012-23:12:01
1569;Queued-Awaiting Assignment;02.05.2012-05:04:01
1569;Queued-Awaiting Assignment;02.05.2012-05:09:07
1569;Queued-Awaiting Assignment;02.05.2012-05:09:17
1569;Accepted-In Progress;02.05.2012-06:26:53
1569;Accepted-In Progress;02.05.2012-06:45:55
1569;Queued-Awaiting Assignment;02.05.2012-06:46:04
1569;Accepted-In Progress;02.05.2012-08:00:03
1569;Accepted-Wait - User;02.05.2012-08:26:12
1569;Completed-Resolved;02.05.2012-09:19:02
1569;Completed-Closed;09.05.2012-23:15:14
1570;Accepted-In Progress;26.04.2012-09:33:24
1570;Accepted-In Progress;26.04.2012-09:33:34
1570;Queued-Awaiting Assignment;26.04.2012-09:44:40
1570;Accepted-In Progress;26.04.2012-09:44:42
1570;Accepted-Wait - User;26.04.2012-09:44:47
1570;Accepted-In Progress;26.04.2012-10:00:07
1570;Accepted-Wait - User;26.04.2012-10:07:21
1570;Accepted-In Progress;02.05.2012-08:21:10
1570;Accepted-Wait - User;02.05.2012-08:36:30
1570;Accepted-In Progress;08.05.2012-10:04:09
1570;Completed-Resolved;08.05.2012-10:04:36
1570;Completed-Closed;08.05.2012-10:04:39
1571;Accepted-In Progress;26.04.2012-09:43:37
1571;Accepted-In Progress;26.04.2012-09:44:11
1571;Queued-Awaiting Assignment;26.04.2012-10:54:57
1571;Accepted-In Progress;26.04.2012-10:56:02
1571;Accepted-In Progress;26.04.2012-10:58:08
1571;Completed-Resolved;08.05.2012-10:26:06
1571;Completed-Closed;15.05.2012-23:20:55
1572;Accepted-In Progress;26.04.2012-10:38:30
1572;Accepted-In Progress;26.04.2012-10:38:53
1572;Queued-Awaiting Assignment;26.04.2012-10:58:49
1572;Accepted-In Progress;26.04.2012-11:44:01
1572;Queued-Awaiting Assignment;26.04.2012-11:50:02
1572;Accepted-In Progress;26.04.2012-14:33:15
1572;Queued-Awaiting Assignment;26.04.2012-14:36:27
1572;Accepted-In Progress;27.04.2012-13:02:05
1572;Completed-Resolved;27.04.2012-13:04:47
1572;Accepted-In Progress;27.04.2012-14:38:51
1572;Accepted-Wait - User;27.04.2012-14:45:47
1572;Queued-Awaiting Assignment;02.05.2012-15:16:35
1572;Accepted-In Progress;04.05.2012-13:24:06
1572;Queued-Awaiting Assignment;07.05.2012-13:56:31
1572;Accepted-In Progress;07.05.2012-14:03:37
1572;Completed-Resolved;07.05.2012-14:04:39
1572;Completed-Closed;14.05.2012-23:22:01
1573;Accepted-In Progress;26.04.2012-09:57:37
1573;Accepted-In Progress;26.04.2012-09:59:27
1573;Queued-Awaiting Assignment;26.04.2012-10:01:19
1573;Accepted-In Progress;27.04.2012-08:58:56
1573;Queued-Awaiting Assignment;27.04.2012-09:00:19
1573;Accepted-In Progress;27.04.2012-14:31:39
1573;Queued-Awaiting Assignment;27.04.2012-14:32:00
1573;Accepted-In Progress;27.04.2012-14:34:12
1573;Queued-Awaiting Assignment;27.04.2012-14:37:10
1573;Accepted-In Progress;27.04.2012-14:40:30
1573;Accepted-Assigned;27.04.2012-14:40:39
1573;Accepted-In Progress;30.04.2012-09:08:25
1573;Accepted-Wait - User;30.04.2012-10:19:58
1573;Accepted-In Progress;04.05.2012-12:14:35
1573;Completed-Resolved;04.05.2012-12:14:36
1573;Completed-Closed;04.05.2012-23:14:18
1574;Accepted-In Progress;26.04.2012-10:08:41
1574;Accepted-In Progress;26.04.2012-10:09:48
1574;Queued-Awaiting Assignment;26.04.2012-10:12:40
1574;Accepted-In Progress;26.04.2012-10:15:06
1574;Accepted-In Progress;26.04.2012-10:28:06
1574;Queued-Awaiting Assignment;26.04.2012-10:28:41
1574;Accepted-In Progress;26.04.2012-10:59:08
1574;Queued-Awaiting Assignment;26.04.2012-11:06:39
1574;Accepted-In Progress;26.04.2012-11:33:28
1574;Accepted-Wait - Vendor;26.04.2012-11:33:48
1574;Queued-Awaiting Assignment;26.04.2012-12:36:18
1574;Accepted-In Progress;26.04.2012-12:46:07
1574;Queued-Awaiting Assignment;26.04.2012-12:50:02
1574;Accepted-In Progress;26.04.2012-12:54:27
1574;Queued-Awaiting Assignment;26.04.2012-12:57:58
1574;Accepted-In Progress;26.04.2012-13:08:13
1574;Accepted-In Progress;26.04.2012-13:27:48
1574;Accepted-Wait;26.04.2012-13:30:03
1574;Accepted-Wait - Vendor;26.04.2012-13:59:08
1574;Completed-Resolved;02.05.2012-07:45:13
1574;Completed-Closed;09.05.2012-23:17:35
1575;Accepted-In Progress;26.04.2012-09:34:42
1575;Accepted-In Progress;26.04.2012-09:34:56
1575;Queued-Awaiting Assignment;26.04.2012-09:35:11
1575;Accepted-In Progress;26.04.2012-09:41:23
1575;Accepted-Wait - User;26.04.2012-09:43:02
1575;Completed-Resolved;07.05.2012-08:28:22
1575;Completed-Closed;14.05.2012-23:22:03
1576;Accepted-In Progress;26.04.2012-09:57:07
1576;Accepted-In Progress;26.04.2012-09:57:09
1576;Queued-Awaiting Assignment;26.04.2012-09:58:40
1576;Accepted-In Progress;26.04.2012-12:07:38
1576;Accepted-Wait - Vendor;26.04.2012-12:13:12
1576;Accepted-Assigned;27.04.2012-14:37:03
1576;Accepted-In Progress;02.05.2012-07:26:40
1576;Accepted-Wait - Vendor;02.05.2012-07:31:52
1576;Accepted-In Progress;02.05.2012-12:05:47
1576;Completed-Resolved;02.05.2012-12:24:30
1576;Accepted-In Progress;03.05.2012-10:00:04
1576;Accepted-Wait - Vendor;03.05.2012-10:07:06
1576;Accepted-In Progress;07.05.2012-13:51:39
1576;Accepted-Wait - Vendor;07.05.2012-13:57:38
1576;Completed-Resolved;07.05.2012-15:16:49
1576;Completed-Closed;14.05.2012-23:22:02
1577;Accepted-In Progress;26.04.2012-10:50:39
1577;Accepted-In Progress;26.04.2012-10:51:02
1577;Accepted-Wait - Implementation;26.04.2012-10:53:49
1577;Accepted-In Progress;02.05.2012-12:55:53
1577;Completed-Resolved;02.05.2012-12:56:13
1577;Completed-Closed;02.05.2012-12:56:14
1578;Accepted-In Progress;26.04.2012-10:53:10
1578;Accepted-In Progress;26.04.2012-10:54:35
1578;Queued-Awaiting Assignment;26.04.2012-10:59:48
1578;Queued-Awaiting Assignment;26.04.2012-10:59:49
1578;Accepted-In Progress;26.04.2012-11:00:20
1578;Accepted-Assigned;26.04.2012-11:01:28
1578;Accepted-In Progress;26.04.2012-11:19:25
1578;Accepted-Wait - User;26.04.2012-12:40:16
1578;Completed-Resolved;03.05.2012-13:16:23
1578;Completed-Closed;10.05.2012-23:23:06
1579;Accepted-In Progress;26.04.2012-10:16:30
1579;Accepted-In Progress;26.04.2012-10:22:35
1579;Queued-Awaiting Assignment;26.04.2012-10:28:09
1579;Accepted-In Progress;26.04.2012-10:29:35
1579;Queued-Awaiting Assignment;26.04.2012-10:31:06
1579;Accepted-In Progress;28.04.2012-02:15:48
1579;Queued-Awaiting Assignment;28.04.2012-02:16:03
1579;Accepted-In Progress;03.05.2012-14:00:22
1579;Accepted-Assigned;03.05.2012-14:00:27
1579;Accepted-In Progress;03.05.2012-14:19:21
1579;Accepted-In Progress;03.05.2012-14:21:58
1579;Completed-Resolved;03.05.2012-14:35:31
1579;Completed-Closed;03.05.2012-23:13:23
1580;Accepted-In Progress;26.04.2012-10:24:03
1580;Accepted-In Progress;26.04.2012-10:26:37
1580;Accepted-Wait;26.04.2012-10:27:45
1580;Accepted-In Progress;26.04.2012-10:29:40
1580;Completed-Resolved;26.04.2012-10:42:40
1580;Accepted-In Progress;26.04.2012-12:35:16
1580;Accepted-In Progress;26.04.2012-12:51:57
1580;Queued-Awaiting Assignment;26.04.2012-12:52:04
1580;Accepted-In Progress;26.04.2012-20:54:17
1580;Queued-Awaiting Assignment;26.04.2012-20:55:11
1580;Accepted-In Progress;27.04.2012-05:11:28
1580;Queued-Awaiting Assignment;27.04.2012-10:08:05
1580;Accepted-In Progress;27.04.2012-10:10:51
1580;Accepted-Assigned;27.04.2012-10:12:04
1580;Accepted-In Progress;27.04.2012-11:33:16
1580;Accepted-Wait;27.04.2012-11:33:21
1580;Accepted-Wait - User;27.04.2012-11:54:34
1580;Completed-Resolved;02.05.2012-07:56:07
1580;Completed-Closed;09.05.2012-23:17:34
1581;Accepted-In Progress;26.04.2012-10:05:04
1581;Accepted-In Progress;26.04.2012-10:05:39
1581;Queued-Awaiting Assignment;26.04.2012-10:11:06
1581;Accepted-In Progress;28.04.2012-02:04:13
1581;Queued-Awaiting Assignment;28.04.2012-02:04:18
1581;Accepted-In Progress;08.05.2012-09:23:04
1581;Queued-Awaiting Assignment;08.05.2012-09:23:59
1581;Accepted-In Progress;08.05.2012-10:01:47
1581;Queued-Awaiting Assignment;08.05.2012-10:14:34
1581;Accepted-In Progress;08.05.2012-12:01:49
1581;Accepted-Assigned;08.05.2012-12:02:01
1581;Accepted-In Progress;08.05.2012-12:14:27
1581;Queued-Awaiting Assignment;08.05.2012-12:14:33
1581;Accepted-In Progress;09.05.2012-07:18:35
1581;Accepted-Assigned;09.05.2012-07:18:40
1581;Accepted-In Progress;09.05.2012-12:33:19
1581;Accepted-Wait - User;09.05.2012-12:35:13
1581;Accepted-In Progress;14.05.2012-11:00:07
1581;Completed-Resolved;14.05.2012-11:02:04
1581;Completed-Closed;21.05.2012-23:24:09
1582;Accepted-In Progress;26.04.2012-10:26:14
1582;Accepted-In Progress;26.04.2012-10:26:43
1582;Queued-Awaiting Assignment;26.04.2012-10:28:23
1582;Accepted-In Progress;26.04.2012-10:28:52
1582;Queued-Awaiting Assignment;26.04.2012-10:36:20
1582;Accepted-In Progress;03.05.2012-16:19:04
1582;Queued-Awaiting Assignment;03.05.2012-16:21:34
1582;Accepted-In Progress;03.05.2012-16:34:52
1582;Queued-Awaiting Assignment;03.05.2012-16:36:00
