case_id;activity;time;Resource
1934;Wait;11.02.2011-14:33:41;Value 9
1934;Take in charge ticket;14.02.2011-08:36:09;Value 9
1934;Resolve ticket;14.02.2011-08:36:19;Value 9
1934;Closed;01.03.2011-08:36:38;Value 5
1935;Assign seriousness;28.06.2011-14:36:57;Value 8
1935;Assign seriousness;28.06.2011-14:38:34;Value 8
1935;Take in charge ticket;29.06.2011-07:12:01;Value 9
1935;Wait;29.06.2011-07:49:29;Value 9
1935;Take in charge ticket;05.07.2011-09:47:04;Value 9
1935;Resolve ticket;05.07.2011-09:47:25;Value 9
1935;Closed;27.08.2011-07:41:12;Value 5
1936;Assign seriousness;19.05.2011-10:01:16;Value 8
1936;Take in charge ticket;19.05.2011-10:01:56;Value 8
1936;Resolve ticket;10.06.2011-07:35:25;Value 2
1936;Closed;25.06.2011-07:35:45;Value 5
1937;Assign seriousness;24.02.2012-16:46:31;Value 1
1937;Take in charge ticket;06.03.2012-08:43:12;Value 2
1937;Resolve ticket;06.03.2012-09:51:05;Value 2
1937;Closed;28.03.2012-15:50:31;Value 5
1938;Assign seriousness;29.08.2011-14:07:12;Value 13
1938;Assign seriousness;05.09.2011-09:01:59;Value 10
1938;Take in charge ticket;05.09.2011-09:02:23;Value 10
1938;Resolve ticket;09.09.2011-14:23:44;Value 10
1938;Closed;12.10.2011-14:12:03;Value 5
1939;Assign seriousness;27.04.2011-10:26:16;Value 8
1939;Take in charge ticket;28.04.2011-14:52:25;Value 2
1939;Resolve ticket;04.05.2011-12:53:50;Value 7
1939;Closed;28.05.2011-10:30:36;Value 5
1940;Assign seriousness;19.01.2010-09:11:08;Value 2
1940;Take in charge ticket;21.01.2010-09:14:12;Value 2
1940;Resolve ticket;21.01.2010-10:08:05;Value 2
1940;Closed;19.02.2010-09:20:25;Value 5
1941;Assign seriousness;15.02.2011-10:21:12;Value 8
1941;Take in charge ticket;15.02.2011-10:21:42;Value 8
1941;Resolve ticket;15.02.2011-11:15:27;Value 13
1941;Closed;15.04.2011-09:30:38;Value 5
1942;Assign seriousness;12.04.2011-14:46:03;Value 13
1942;Take in charge ticket;13.04.2011-08:14:27;Value 9
1942;Take in charge ticket;18.04.2011-08:28:58;Value 2
1942;Wait;18.04.2011-10:38:46;Value 15
1942;Take in charge ticket;09.05.2011-15:44:05;Value 2
1942;Resolve ticket;09.05.2011-15:44:14;Value 2
1942;Take in charge ticket;10.05.2011-10:08:54;Value 2
1942;Wait;10.05.2011-10:09:02;Value 2
1942;Take in charge ticket;26.05.2011-09:27:11;Value 15
1942;Resolve ticket;26.05.2011-09:27:22;Value 15
1942;Closed;10.06.2011-09:28:22;Value 5
1943;Assign seriousness;23.03.2012-09:57:46;Value 1
1943;Take in charge ticket;23.03.2012-09:57:57;Value 1
1943;Wait;26.03.2012-14:09:16;Value 1
1943;Resolve ticket;29.03.2012-06:58:17;Value 1
1943;Closed;27.04.2012-10:51:01;Value 5
1944;Assign seriousness;26.07.2011-07:17:03;Value 13
1944;Assign seriousness;26.07.2011-07:34:08;Value 13
1944;Take in charge ticket;28.07.2011-07:27:33;Value 13
1944;Resolve ticket;28.07.2011-12:59:07;Value 13
1944;Closed;10.09.2011-07:20:47;Value 5
1945;Assign seriousness;07.09.2012-12:34:58;Value 1
1945;Take in charge ticket;07.09.2012-13:10:25;Value 16
1945;Resolve ticket;25.09.2012-15:24:43;Value 16
1945;Closed;10.10.2012-15:24:56;Value 3
1946;Assign seriousness;09.11.2010-15:08:43;Value 2
1946;Assign seriousness;09.11.2010-15:09:17;Value 2
1946;Take in charge ticket;26.11.2010-17:02:49;Value 7
1946;Resolve ticket;26.11.2010-17:03:14;Value 7
1946;Closed;11.12.2010-17:03:30;Value 5
1947;Assign seriousness;24.01.2011-16:04:35;Value 8
1947;Assign seriousness;27.01.2011-08:02:12;Value 2
1947;Take in charge ticket;27.01.2011-08:02:19;Value 2
1947;Wait;27.01.2011-15:10:17;Value 9
1947;Take in charge ticket;04.02.2011-08:21:30;Value 9
1947;Resolve ticket;04.02.2011-08:21:46;Value 9
1947;Closed;09.03.2011-16:10:34;Value 5
1948;Assign seriousness;30.12.2011-11:22:59;Value 1
1948;Resolve ticket;30.12.2011-11:23:29;Value 1
1948;Resolve ticket;30.12.2011-11:23:30;Value 1
1948;Closed;08.02.2012-11:30:23;Value 5
1949;Assign seriousness;28.05.2012-15:06:24;Value 1
1949;Take in charge ticket;28.05.2012-15:06:33;Value 1
1949;Resolve ticket;04.06.2012-07:52:57;Value 1
1949;Closed;13.07.2012-15:11:15;Value 5
1950;Assign seriousness;27.04.2011-08:10:37;Value 9
1950;Take in charge ticket;27.04.2011-08:10:47;Value 9
1950;Resolve ticket;27.04.2011-08:13:58;Value 9
1950;Closed;25.06.2011-08:20:42;Value 5
1951;Assign seriousness;15.11.2011-14:02:56;Value 1
1951;Take in charge ticket;18.11.2011-14:47:49;Value 9
1951;Resolve ticket;21.11.2011-14:28:57;Value 9
1951;Closed;16.12.2011-14:10:17;Value 5
1952;Assign seriousness;24.08.2010-15:33:51;Value 6
1952;Take in charge ticket;24.08.2010-15:38:17;Value 6
1952;Take in charge ticket;24.08.2010-15:57:47;Value 6
1952;Resolve ticket;24.08.2010-16:00:50;Value 6
1952;Closed;07.10.2010-15:40:32;Value 5
1953;Assign seriousness;18.01.2011-14:21:08;Value 2
1953;Take in charge ticket;19.01.2011-09:00:28;Value 14
1953;Resolve ticket;21.01.2011-14:18:26;Value 14
1953;Closed;18.02.2011-14:30:18;Value 5
1954;Assign seriousness;10.05.2012-12:22:34;Value 1
1954;Take in charge ticket;14.05.2012-13:05:59;Value 9
1954;Resolve ticket;15.05.2012-15:03:23;Value 9
1954;Closed;27.06.2012-12:30:32;Value 5
1955;Assign seriousness;23.08.2011-15:25:49;Value 9
1955;Take in charge ticket;29.08.2011-08:19:09;Value 2
1955;Take in charge ticket;06.09.2011-09:09:54;Value 2
1955;Resolve ticket;06.09.2011-09:14:43;Value 2
1955;Closed;23.09.2011-15:30:34;Value 5
1956;Take in charge ticket;11.11.2011-11:15:03;Value 4
1956;Wait;11.11.2011-11:48:22;Value 4
1956;Resolve ticket;28.11.2011-16:13:37;Value 4
1956;Closed;13.12.2011-16:13:48;Value 5
1957;Assign seriousness;14.10.2011-14:16:34;Value 1
1957;Assign seriousness;14.10.2011-14:17:42;Value 1
1957;Take in charge ticket;14.10.2011-15:15:11;Value 13
1957;Resolve ticket;17.10.2011-08:39:23;Value 13
1957;Closed;23.11.2011-15:26:59;Value 5
1958;Assign seriousness;28.04.2010-08:08:10;Value 2
1958;Take in charge ticket;28.04.2010-08:08:34;Value 2
1958;Resolve ticket;28.04.2010-08:51:59;Value 2
1958;Closed;29.05.2010-08:10:18;Value 5
1959;Assign seriousness;08.05.2012-10:11:06;Value 1
1959;Take in charge ticket;08.05.2012-10:11:15;Value 1
1959;Wait;15.05.2012-07:30:57;Value 1
1959;Resolve ticket;15.05.2012-07:56:35;Value 1
1959;Closed;08.06.2012-10:50:27;Value 5
1960;Assign seriousness;14.10.2013-13:58:41;Value 2
1960;Take in charge ticket;30.10.2013-09:13:06;Value 2
1960;Resolve ticket;05.11.2013-16:26:46;Value 2
1960;Closed;20.11.2013-16:27:05;Value 3
1961;Assign seriousness;18.07.2012-15:14:55;Value 13
1961;Take in charge ticket;19.07.2012-06:48:08;Value 4
1961;Resolve ticket;19.07.2012-07:13:07;Value 4
1961;Closed;09.09.2012-15:20:52;Value 5
1962;Assign seriousness;07.02.2012-10:39:35;Value 9
1962;Take in charge ticket;07.02.2012-10:39:44;Value 9
1962;Resolve ticket;08.02.2012-09:04:05;Value 9
1962;Closed;22.03.2012-10:40:35;Value 5
1963;Assign seriousness;25.11.2010-09:01:29;Value 2
1963;Take in charge ticket;01.12.2010-16:55:55;Value 2
1963;Resolve ticket;07.12.2010-08:49:44;Value 2
1963;Take in charge ticket;07.12.2010-11:04:19;Value 2
1963;Resolve ticket;07.12.2010-15:04:09;Value 2
1963;Closed;29.12.2010-09:10:20;Value 5
1964;Insert ticket;09.01.2012-11:15:51;Value 15
1964;Assign seriousness;09.01.2012-11:16:03;Value 15
1964;Take in charge ticket;09.01.2012-11:16:28;Value 15
1964;Resolve ticket;18.01.2012-15:01:51;Value 15
1964;Closed;22.02.2012-11:20:38;Value 5
1965;Assign seriousness;14.10.2011-10:40:54;Value 13
1965;Take in charge ticket;14.10.2011-10:41:06;Value 13
1965;Resolve ticket;17.10.2011-12:45:04;Value 13
1965;Closed;18.11.2011-11:50:33;Value 5
1966;Assign seriousness;30.01.2012-11:18:17;Value 1
1966;Take in charge ticket;30.01.2012-11:18:26;Value 1
1966;Resolve ticket;30.01.2012-12:03:12;Value 1
1966;Resolve ticket;30.01.2012-12:03:12;Value 1
1966;Closed;08.03.2012-11:20:27;Value 5
1967;Assign seriousness;10.08.2012-07:02:22;Value 4
1967;Take in charge ticket;10.08.2012-07:03:01;Value 4
1967;Resolve ticket;10.08.2012-07:35:59;Value 13
1967;Closed;13.09.2012-07:10:36;Value 5
1968;Assign seriousness;22.03.2011-08:19:19;Value 8
1968;Take in charge ticket;22.03.2011-08:21:04;Value 8
1968;Resolve ticket;23.03.2011-14:40:45;Value 13
1968;Closed;28.04.2011-07:21:30;Value 5
1969;Assign seriousness;12.09.2011-09:53:36;Value 1
1969;Take in charge ticket;12.09.2011-17:04:52;Value 10
1969;Resolve ticket;12.09.2011-17:24:09;Value 10
1969;Closed;19.10.2011-10:00:29;Value 5
1970;Assign seriousness;24.02.2011-10:30:07;Value 8
1970;Take in charge ticket;24.02.2011-10:30:31;Value 8
1970;Resolve ticket;01.03.2011-09:19:15;Value 15
1970;Closed;09.04.2011-09:40:25;Value 5
1971;Assign seriousness;12.06.2012-13:48:21;Value 1
1971;Take in charge ticket;14.06.2012-07:06:07;Value 6
1971;Resolve ticket;10.07.2012-13:38:40;Value 6
1971;Closed;25.07.2012-13:38:59;Value 5
1972;Insert ticket;03.06.2010-14:42:45;Value 5
1972;Assign seriousness;04.06.2010-07:30:00;Value 2
1972;Take in charge ticket;09.06.2010-15:39:17;Value 5
1972;Resolve ticket;16.06.2010-09:04:09;Value 2
1972;Closed;17.07.2010-14:50:24;Value 5
1973;Assign seriousness;29.05.2012-16:01:41;Value 1
1973;Take in charge ticket;30.05.2012-07:08:49;Value 6
1973;Resolve ticket;30.05.2012-08:15:17;Value 6
1973;Closed;27.07.2012-16:00:34;Value 5
1974;Assign seriousness;17.04.2013-15:14:41;Value 1
1974;Take in charge ticket;29.04.2013-07:32:38;Value 2
1974;Resolve ticket;06.05.2013-14:19:02;Value 4
1974;Closed;21.05.2013-14:19:16;Value 3
1975;Assign seriousness;25.11.2010-17:14:50;Value 15
1975;Take in charge ticket;26.11.2010-11:11:17;Value 2
1975;Resolve ticket;26.11.2010-11:42:42;Value 2
1975;Closed;09.01.2011-17:01:07;Value 5
1976;Assign seriousness;11.06.2012-10:37:41;Value 13
1976;Take in charge ticket;11.06.2012-12:36:48;Value 6
1976;Resolve ticket;11.06.2012-12:37:23;Value 6
1976;Closed;09.08.2012-10:40:54;Value 5
1977;Assign seriousness;20.06.2013-15:47:18;Value 14
1977;Wait;20.06.2013-15:58:13;Value 14
1977;Take in charge ticket;20.06.2013-15:58:34;Value 2
1977;Wait;20.06.2013-16:01:44;Value 14
1977;Resolve ticket;08.07.2013-07:54:38;Value 14
1977;Closed;23.07.2013-07:54:56;Value 3
1978;Assign seriousness;22.05.2012-07:25:24;Value 1
1978;Take in charge ticket;23.05.2012-07:19:57;Value 4
1978;Wait;24.05.2012-09:29:03;Value 4
1978;Resolve ticket;31.05.2012-08:49:44;Value 4
1978;Closed;13.07.2012-15:50:36;Value 5
1979;Assign seriousness;22.11.2013-13:26:30;Value 1
1979;Take in charge ticket;26.11.2013-17:00:56;Value 2
1979;Wait;28.11.2013-14:37:52;Value 4
1979;Resolve ticket;17.12.2013-09:33:12;Value 4
1979;Closed;01.01.2014-09:33:25;Value 3
1980;Assign seriousness;14.04.2010-09:07:44;Value 2
1980;Assign seriousness;04.05.2010-16:10:29;Value 16
1980;Take in charge ticket;04.05.2010-16:10:37;Value 16
1980;Resolve ticket;04.05.2010-16:10:42;Value 16
1980;Closed;03.06.2010-16:11:09;Value 5
1981;Assign seriousness;20.04.2012-12:01:58;Value 1
1981;Take in charge ticket;30.04.2012-13:32:48;Value 1
1981;Resolve ticket;15.05.2012-09:31:12;Value 1
1981;Closed;30.05.2012-09:31:25;Value 5
1982;Assign seriousness;03.11.2011-13:17:12;Value 1
1982;Take in charge ticket;04.11.2011-09:13:50;Value 9
1982;Resolve ticket;18.11.2011-08:52:26;Value 9
1982;Closed;06.12.2011-13:21:08;Value 5
1983;Assign seriousness;02.12.2011-15:16:25;Value 1
1983;Resolve ticket;16.12.2011-11:33:29;Value 9
1983;Closed;04.01.2012-15:20:17;Value 5
1984;Assign seriousness;12.04.2010-07:42:44;Value 2
1984;Take in charge ticket;13.04.2010-09:55:27;Value 2
1984;Resolve ticket;23.04.2010-07:37:39;Value 2
1984;Closed;26.05.2010-07:50:26;Value 5
1985;Assign seriousness;15.02.2011-11:45:09;Value 8
1985;Take in charge ticket;15.02.2011-11:59:24;Value 9
1985;Resolve ticket;28.02.2011-09:39:53;Value 2
1985;Closed;02.04.2011-10:52:25;Value 5
1986;Assign seriousness;29.01.2013-16:16:13;Value 1
1986;Wait;14.02.2013-08:56:00;Value 1
1986;Resolve ticket;21.02.2013-08:47:32;Value 1
1986;Closed;08.03.2013-08:47:51;Value 3
1987;Assign seriousness;06.06.2012-12:06:21;Value 1
1987;Take in charge ticket;06.06.2012-14:23:01;Value 6
1987;Resolve ticket;18.06.2012-11:03:47;Value 16
1987;Closed;04.08.2012-12:10:30;Value 5
1988;Assign seriousness;09.09.2010-15:31:44;Value 9
1988;Assign seriousness;10.09.2010-15:17:41;Value 2
1988;Assign seriousness;10.09.2010-15:17:48;Value 2
1988;Take in charge ticket;10.09.2010-15:18:17;Value 2
1988;Resolve ticket;10.09.2010-15:18:46;Value 2
1988;Closed;27.10.2010-15:40:28;Value 5
1989;Assign seriousness;24.02.2012-13:58:55;Value 1
1989;Take in charge ticket;06.03.2012-16:54:53;Value 13
1989;Resolve ticket;08.03.2012-10:52:40;Value 13
1989;Closed;28.03.2012-13:00:51;Value 5
1990;Assign seriousness;13.06.2011-10:04:38;Value 13
1990;Take in charge ticket;13.06.2011-10:05:13;Value 13
1990;Resolve ticket;13.06.2011-12:40:22;Value 13
1990;Closed;14.07.2011-10:10:19;Value 5
1991;Assign seriousness;21.05.2012-13:13:37;Value 13
1991;Take in charge ticket;21.05.2012-13:13:52;Value 13
1991;Resolve ticket;24.05.2012-07:54:25;Value 13
1991;Closed;06.07.2012-13:20:42;Value 5
1992;Assign seriousness;13.03.2012-10:51:18;Value 1
1992;Take in charge ticket;19.03.2012-14:09:45;Value 9
1992;Resolve ticket;21.03.2012-11:25:01;Value 9
1992;Closed;13.04.2012-10:01:09;Value 5
1993;Assign seriousness;09.07.2012-15:44:06;Value 1
1993;Resolve ticket;10.07.2012-09:28:23;Value 1
1993;Closed;09.08.2012-15:50:41;Value 5
1994;Assign seriousness;03.04.2012-07:50:37;Value 4
1994;Take in charge ticket;03.04.2012-12:39:24;Value 6
1994;Wait;11.04.2012-11:21:16;Value 16
1994;Resolve ticket;08.05.2012-12:53:56;Value 12
1994;Closed;23.05.2012-12:54:12;Value 5
1995;Assign seriousness;19.11.2010-15:49:35;Value 7
1995;Take in charge ticket;23.11.2010-14:32:00;Value 2
1995;Resolve ticket;23.11.2010-14:47:56;Value 2
1995;Closed;06.01.2011-15:50:54;Value 5
1996;Assign seriousness;31.03.2011-08:52:31;Value 2
1996;Take in charge ticket;31.03.2011-08:53:00;Value 2
1996;Resolve ticket;01.04.2011-08:03:16;Value 2
1996;Closed;03.05.2011-09:00:43;Value 5
1997;Assign seriousness;24.05.2012-15:21:58;Value 1
1997;Take in charge ticket;24.05.2012-15:39:09;Value 13
1997;Wait;11.06.2012-12:37:06;Value 13
1997;Resolve ticket;14.06.2012-13:38:19;Value 13
1997;Closed;30.06.2012-07:30:32;Value 5
1998;Assign seriousness;28.06.2012-08:58:41;Value 1
1998;Take in charge ticket;28.06.2012-08:58:50;Value 1
1998;Resolve ticket;29.06.2012-08:15:59;Value 1
1998;Resolve ticket;29.06.2012-08:16:00;Value 1
1998;Closed;02.08.2012-09:00:43;Value 5
1999;Assign seriousness;28.11.2011-08:12:10;Value 1
1999;Resolve ticket;28.11.2011-14:55:09;Value 1
1999;Closed;29.12.2011-08:21:09;Value 5
2000;Assign seriousness;29.03.2010-10:16:26;Value 2
2000;Take in charge ticket;30.03.2010-14:27:23;Value 16
2000;Wait;30.03.2010-16:55:39;Value 16
2000;Take in charge ticket;05.05.2010-16:50:54;Value 16
2000;Resolve ticket;05.05.2010-16:51:55;Value 16
2000;Closed;20.05.2010-16:52:14;Value 5
2001;Assign seriousness;14.05.2012-09:34:55;Value 9
2001;Take in charge ticket;14.05.2012-09:35:26;Value 9
2001;Resolve ticket;31.05.2012-08:32:41;Value 2
2001;Closed;21.06.2012-07:58:00;Value 5
2002;Assign seriousness;23.05.2011-08:09:43;Value 8
2002;Take in charge ticket;23.05.2011-08:09:56;Value 8
2002;Resolve ticket;23.05.2011-08:10:34;Value 8
2002;Take in charge ticket;27.05.2011-12:43:34;Value 8
2002;Wait;30.05.2011-15:21:46;Value 2
2002;Take in charge ticket;03.06.2011-12:53:53;Value 2
2002;Resolve ticket;03.06.2011-12:54:40;Value 2
2002;Closed;23.06.2011-08:10:25;Value 5
2003;Assign seriousness;26.02.2010-10:32:49;Value 2
2003;Take in charge ticket;11.03.2010-17:07:32;Value 2
2003;Resolve ticket;12.03.2010-08:23:33;Value 2
2003;Resolve ticket;12.03.2010-08:23:59;Value 2
2003;Closed;31.03.2010-09:40:20;Value 5
2004;Assign seriousness;14.04.2010-15:27:29;Value 2
2004;Take in charge ticket;03.05.2010-14:52:34;Value 2
2004;Resolve ticket;03.05.2010-14:52:38;Value 2
2004;Closed;18.05.2010-14:52:52;Value 5
2005;Assign seriousness;24.02.2010-16:03:18;Value 2
2005;Take in charge ticket;24.02.2010-16:03:46;Value 2
2005;Resolve ticket;24.02.2010-16:03:51;Value 2
2005;Closed;09.04.2010-15:11:23;Value 5
2006;Assign seriousness;07.02.2013-15:48:50;Value 1
2006;Take in charge ticket;25.02.2013-11:16:00;Value 2
2006;Require upgrade;25.02.2013-15:19:46;Value 4
2006;Resolve ticket;27.02.2013-11:01:43;Value 10
2006;Resolve ticket;27.02.2013-11:01:44;Value 10
2006;Closed;14.03.2013-11:02:00;Value 3
2007;Assign seriousness;03.11.2011-10:27:56;Value 1
2007;Take in charge ticket;04.11.2011-10:57:29;Value 12
2007;Resolve ticket;04.11.2011-10:58:05;Value 12
2007;Closed;17.12.2011-10:30:23;Value 5
2008;Assign seriousness;22.09.2011-07:32:29;Value 1
2008;Take in charge ticket;22.09.2011-07:44:45;Value 17
2008;Resolve ticket;22.09.2011-15:33:55;Value 17
2008;Closed;20.11.2011-08:40:52;Value 5
2009;Assign seriousness;04.07.2011-13:07:32;Value 2
2009;Take in charge ticket;05.07.2011-08:00:55;Value 9
2009;Resolve ticket;05.07.2011-08:04:29;Value 9
2009;Take in charge ticket;06.07.2011-07:54:00;Value 9
2009;Wait;06.07.2011-08:04:08;Value 9
2009;Take in charge ticket;07.07.2011-14:56:55;Value 9
2009;Wait;07.07.2011-14:57:05;Value 9
2009;Take in charge ticket;07.07.2011-14:57:30;Value 9
2009;Wait;07.07.2011-15:14:53;Value 9
2009;Resolve ticket;22.07.2011-14:09:54;Value 9
2009;Closed;06.08.2011-14:10:08;Value 5
2010;Assign seriousness;11.10.2010-12:41:13;Value 2
2010;Assign seriousness;11.10.2010-12:45:40;Value 2
2010;Take in charge ticket;12.10.2010-09:12:07;Value 14
2010;Resolve ticket;12.10.2010-09:12:40;Value 14
2010;Closed;09.12.2010-13:50:22;Value 5
2011;Assign seriousness;26.07.2012-12:25:06;Value 2
2011;Take in charge ticket;26.07.2012-12:26:11;Value 2
2011;Resolve ticket;26.07.2012-14:54:55;Value 2
2011;Closed;12.09.2012-12:31:15;Value 5
2012;Assign seriousness;05.10.2012-10:28:46;Value 1
2012;Take in charge ticket;10.10.2012-15:37:27;Value 3
2012;Resolve ticket;25.10.2012-09:38:38;Value 2
2012;Closed;09.11.2012-10:38:49;Value 3
2013;Assign seriousness;07.06.2012-07:09:55;Value 1
2013;Take in charge ticket;18.06.2012-10:44:34;Value 9
2013;Wait;20.06.2012-12:44:40;Value 9
2013;Resolve ticket;29.06.2012-10:27:33;Value 9
2013;Closed;18.07.2012-14:50:32;Value 5
2014;Assign seriousness;18.05.2011-08:15:16;Value 8
2014;Take in charge ticket;18.05.2011-08:15:41;Value 8
2014;Resolve ticket;18.05.2011-09:02:34;Value 8
2014;Closed;01.07.2011-08:20:33;Value 5
2015;Assign seriousness;24.11.2010-17:28:54;Value 14
2015;Take in charge ticket;25.11.2010-08:02:44;Value 6
2015;Resolve ticket;25.11.2010-08:11:25;Value 6
2015;Closed;08.01.2011-17:00:53;Value 5
2016;Assign seriousness;22.09.2011-07:37:00;Value 1
2016;Take in charge ticket;22.09.2011-13:39:07;Value 13
2016;Resolve ticket;29.09.2011-10:12:55;Value 13
2016;Closed;09.11.2011-08:40:22;Value 5
2017;Assign seriousness;13.06.2011-07:29:16;Value 13
2017;Take in charge ticket;13.06.2011-07:29:26;Value 13
2017;Wait;13.06.2011-09:40:43;Value 13
2017;Take in charge ticket;14.06.2011-06:49:33;Value 13
2017;Resolve ticket;14.06.2011-10:43:48;Value 13
2017;Closed;14.07.2011-13:40:44;Value 5
2018;Assign seriousness;13.05.2011-13:03:21;Value 8
2018;Take in charge ticket;13.05.2011-13:03:33;Value 8
2018;Wait;13.05.2011-13:13:31;Value 8
2018;Take in charge ticket;16.05.2011-09:42:25;Value 8
2018;Resolve ticket;16.05.2011-09:42:31;Value 8
2018;Closed;26.06.2011-13:11:05;Value 5
2019;Assign seriousness;20.04.2010-14:27:40;Value 2
2019;Take in charge ticket;26.04.2010-09:28:33;Value 2
2019;Resolve ticket;26.04.2010-09:28:39;Value 2
2019;Closed;18.06.2010-14:31:20;Value 5
2020;Assign seriousness;01.03.2013-15:10:16;Value 4
2020;Take in charge ticket;01.03.2013-16:32:18;Value 2
2020;Wait;01.03.2013-16:34:20;Value 2
2020;Resolve ticket;08.04.2013-09:53:12;Value 2
2020;Closed;23.04.2013-09:53:29;Value 3
2021;Assign seriousness;24.05.2013-12:29:02;Value 14
2021;Assign seriousness;24.05.2013-12:30:54;Value 14
2021;Assign seriousness;24.05.2013-12:47:27;Value 2
2021;Wait;24.05.2013-12:50:05;Value 2
2021;Resolve ticket;04.07.2013-10:11:17;Value 2
2021;Closed;19.07.2013-10:11:29;Value 3
2022;Assign seriousness;20.01.2012-16:59:27;Value 13
2022;Resolve ticket;20.01.2012-17:01:24;Value 9
2022;Resolve ticket;20.01.2012-17:01:24;Value 9
2022;Closed;22.02.2012-17:00:24;Value 5
2023;Assign seriousness;08.06.2012-08:14:40;Value 1
2023;Take in charge ticket;20.06.2012-15:13:31;Value 9
2023;Wait;26.06.2012-08:44:00;Value 9
2023;Resolve ticket;29.06.2012-12:50:36;Value 9
2023;Closed;14.07.2012-12:50:48;Value 5
2024;Assign seriousness;12.01.2012-08:34:21;Value 4
2024;Take in charge ticket;12.01.2012-08:45:12;Value 6
2024;Resolve ticket;16.01.2012-13:11:51;Value 6
2024;Resolve ticket;16.01.2012-13:11:51;Value 6
2024;Closed;11.03.2012-08:41:08;Value 5
2025;Assign seriousness;10.01.2012-11:15:26;Value 1
2025;Take in charge ticket;10.01.2012-11:47:30;Value 6
2025;Resolve ticket;16.01.2012-13:09:31;Value 6
2025;Closed;23.02.2012-11:22:01;Value 5
2026;Assign seriousness;26.01.2012-13:21:51;Value 1
2026;Take in charge ticket;27.01.2012-10:14:35;Value 9
2026;Wait;06.02.2012-14:00:19;Value 9
2026;Resolve ticket;14.02.2012-11:20:11;Value 9
2026;Closed;07.03.2012-11:00:31;Value 5
2027;Assign seriousness;19.11.2010-16:35:55;Value 14
2027;Take in charge ticket;19.11.2010-16:36:09;Value 14
2027;Resolve ticket;19.11.2010-16:36:26;Value 14
2027;Closed;22.12.2010-16:41:43;Value 5
2028;Assign seriousness;24.07.2012-15:44:05;Value 1
2028;Take in charge ticket;23.08.2012-13:45:04;Value 1
2028;Resolve ticket;27.08.2012-13:56:14;Value 1
2028;Closed;11.09.2012-13:56:23;Value 3
2029;Assign seriousness;22.03.2012-11:22:09;Value 1
2029;Take in charge ticket;22.03.2012-13:09:19;Value 13
2029;Resolve ticket;23.03.2012-10:04:16;Value 13
2029;Closed;09.05.2012-10:30:23;Value 5
2030;Assign seriousness;14.09.2011-07:53:47;Value 1
2030;Take in charge ticket;21.09.2011-07:10:54;Value 2
2030;Resolve ticket;06.10.2011-08:25:52;Value 2
2030;Closed;21.10.2011-08:26:05;Value 5
2031;Assign seriousness;20.03.2012-16:01:36;Value 1
2031;Take in charge ticket;22.03.2012-13:21:22;Value 13
2031;Resolve ticket;29.03.2012-07:51:40;Value 13
2031;Closed;20.04.2012-15:10:24;Value 5
2032;Assign seriousness;01.04.2010-08:57:16;Value 2
2032;Wait;02.04.2010-07:26:11;Value 16
2032;Take in charge ticket;26.04.2010-13:13:55;Value 2
2032;Resolve ticket;26.04.2010-13:13:59;Value 2
2032;Closed;10.05.2010-09:36:47;Value 21
2033;Assign seriousness;23.01.2012-10:22:19;Value 1
2033;Take in charge ticket;23.01.2012-10:22:38;Value 1
2033;Resolve ticket;25.01.2012-10:52:04;Value 13
2033;Closed;01.03.2012-10:30:51;Value 5
2034;Assign seriousness;10.04.2013-10:23:36;Value 1
2034;Take in charge ticket;17.04.2013-08:36:08;Value 9
2034;Create SW anomaly;17.04.2013-08:36:31;Value 9
2034;Require upgrade;17.04.2013-08:36:49;Value 9
2034;Resolve ticket;07.05.2013-13:34:15;Value 9
2034;Closed;22.05.2013-13:34:28;Value 3
2035;Assign seriousness;14.12.2011-13:16:35;Value 1
2035;Take in charge ticket;16.12.2011-09:08:07;Value 13
2035;Wait;30.12.2011-09:22:24;Value 13
2035;Resolve ticket;10.01.2012-16:04:36;Value 13
2035;Closed;26.01.2012-10:00:30;Value 5
2036;Assign seriousness;11.04.2013-14:52:51;Value 1
2036;Resolve ticket;29.04.2013-08:04:23;Value 1
2036;Closed;14.05.2013-08:04:45;Value 3
2037;Assign seriousness;22.02.2011-08:56:09;Value 13
2037;Take in charge ticket;24.02.2011-14:21:25;Value 8
2037;Resolve ticket;24.02.2011-15:03:02;Value 8
2037;Closed;06.04.2011-08:00:37;Value 5
2038;Assign seriousness;19.03.2012-15:21:39;Value 1
2038;Take in charge ticket;20.03.2012-13:47:35;Value 6
2038;Resolve ticket;06.04.2012-12:13:29;Value 6
2038;Closed;21.04.2012-12:13:44;Value 5
2039;Assign seriousness;19.08.2011-08:57:19;Value 9
2039;Take in charge ticket;25.08.2011-10:09:50;Value 9
2039;Wait;25.08.2011-15:45:23;Value 9
2039;Resolve ticket;31.08.2011-10:55:45;Value 10
2039;Closed;30.09.2011-10:56:08;Value 5
2040;Assign seriousness;29.06.2011-09:58:28;Value 13
2040;Take in charge ticket;29.06.2011-10:00:19;Value 13
2040;Wait;29.06.2011-10:01:17;Value 13
2040;Resolve ticket;15.07.2011-13:53:31;Value 13
2040;Closed;30.07.2011-13:53:51;Value 5
2041;Assign seriousness;14.09.2010-08:33:10;Value 7
2041;Take in charge ticket;14.09.2010-09:10:17;Value 2
2041;Resolve ticket;14.09.2010-09:10:33;Value 2
