case_id;activity;time;resource
46;Completed-Closed;11.05.2012-23:21:21;Siebel
47;Queued-Awaiting Assignment;22.11.2011-08:45:45;Niclas
47;Queued-Awaiting Assignment;22.11.2011-08:46:38;Niclas
47;Accepted-In Progress;22.11.2011-09:48:58;Martin
47;Accepted-Wait - User;22.11.2011-12:32:14;Martin
47;Accepted-In Progress;03.05.2012-12:37:23;Kent
47;Completed-Resolved;03.05.2012-12:38:34;Kent
47;Completed-Closed;10.05.2012-23:26:06;Siebel
48;Accepted-In Progress;23.11.2011-09:40:38;Olga
48;Accepted-In Progress;23.11.2011-09:42:19;Olga
48;Queued-Awaiting Assignment;23.11.2011-09:55:10;Olga
48;Accepted-In Progress;24.11.2011-10:19:12;Luc
48;Accepted-Assigned;24.11.2011-10:19:21;Luc
48;Accepted-In Progress;24.11.2011-16:22:31;Tsun Fai
48;Queued-Awaiting Assignment;24.11.2011-16:24:46;Tsun Fai
48;Accepted-In Progress;24.11.2011-16:53:38;Pawel
48;Accepted-Assigned;24.11.2011-16:53:40;Pawel
48;Accepted-In Progress;25.11.2011-05:35:23;Olga
48;Accepted-Wait - User;25.11.2011-05:38:47;Olga
48;Accepted-In Progress;25.11.2011-08:57:01;Olga
48;Queued-Awaiting Assignment;25.11.2011-09:07:21;Olga
48;Accepted-In Progress;25.11.2011-09:08:00;Luc
48;Accepted-Assigned;25.11.2011-09:08:03;Luc
48;Accepted-In Progress;25.11.2011-11:10:10;Tsun Fai
48;Queued-Awaiting Assignment;25.11.2011-11:13:24;Tsun Fai
48;Accepted-In Progress;25.11.2011-12:49:42;Olga
48;Queued-Awaiting Assignment;25.11.2011-12:56:06;Olga
48;Accepted-In Progress;06.04.2012-09:26:57;Earl
48;Accepted-Wait;06.04.2012-09:27:01;Earl
48;Accepted-In Progress;04.05.2012-07:54:50;Juan
48;Completed-Resolved;04.05.2012-07:55:13;Juan
48;Completed-Closed;11.05.2012-23:21:20;Siebel
49;Accepted-In Progress;29.11.2011-11:36:35;Jan
49;Accepted-In Progress;29.11.2011-11:39:07;Jan
49;Queued-Awaiting Assignment;29.11.2011-12:02:33;Jan
49;Accepted-In Progress;29.11.2011-12:06:42;Sonia
49;Accepted-Wait;29.11.2011-12:47:31;Sonia
49;Completed-Resolved;29.11.2011-12:47:34;Sonia
49;Accepted-Assigned;30.11.2011-11:20:18;Henk
49;Accepted-In Progress;30.11.2011-11:20:21;Henk
49;Queued-Awaiting Assignment;30.11.2011-11:20:47;Henk
49;Accepted-In Progress;30.11.2011-11:57:49;Prashant
49;Accepted-Wait - User;30.11.2011-12:50:00;Prashant
49;Queued-Awaiting Assignment;01.12.2011-11:40:57;Prashant
49;Accepted-In Progress;06.12.2011-06:17:23;Florian
49;Accepted-Assigned;06.12.2011-06:17:36;Florian
49;Accepted-In Progress;11.01.2012-09:27:30;Susanne
49;Queued-Awaiting Assignment;11.01.2012-09:29:12;Susanne
49;Accepted-In Progress;11.01.2012-09:50:02;Debashish
49;Accepted-Wait - User;11.01.2012-09:50:08;Debashish
49;Accepted-Assigned;12.01.2012-16:44:13;Debashish
49;Accepted-In Progress;13.01.2012-01:57:26;Prashant
49;Accepted-Wait - User;13.01.2012-01:57:33;Prashant
49;Accepted-Assigned;13.01.2012-09:19:29;Prashant
49;Accepted-In Progress;13.01.2012-09:28:12;Garima
49;Accepted-Wait - User;13.01.2012-09:31:23;Garima
49;Accepted-In Progress;13.01.2012-10:33:33;Sreelesh
49;Accepted-Wait - User;13.01.2012-12:46:53;Garima
49;Accepted-Assigned;13.01.2012-16:35:14;Garima
49;Accepted-In Progress;13.01.2012-17:54:44;Sonia
49;Accepted-Assigned;13.01.2012-17:59:24;Sonia
49;Accepted-In Progress;14.01.2012-08:56:54;Garima
49;Accepted-Wait - User;14.01.2012-08:57:01;Garima
49;Queued-Awaiting Assignment;18.01.2012-10:44:15;Garima
49;Accepted-In Progress;18.01.2012-10:51:04;Tapan
49;Accepted-Wait - User;20.01.2012-13:35:28;Tapan
49;Queued-Awaiting Assignment;23.01.2012-15:32:01;Tapan
49;Accepted-In Progress;13.02.2012-14:00:20;Claudia
49;Accepted-Assigned;13.02.2012-14:00:28;Claudia
49;Accepted-In Progress;01.05.2012-15:28:23;Susanne
49;Completed-Resolved;01.05.2012-15:29:02;Susanne
49;Completed-Closed;07.05.2012-23:22:02;Siebel
50;Accepted-In Progress;01.12.2011-17:32:44;Rafal
50;Accepted-In Progress;01.12.2011-17:32:54;Rafal
50;Queued-Awaiting Assignment;01.12.2011-17:44:45;Rafal
50;Accepted-In Progress;02.12.2011-12:56:51;Rafal
50;Accepted-Wait;02.12.2011-12:58:36;Rafal
50;Queued-Awaiting Assignment;02.12.2011-14:59:30;Rafal
50;Accepted-In Progress;05.12.2011-14:28:33;Daniel
50;Accepted-Wait - User;05.12.2011-14:36:03;Daniel
50;Completed-Resolved;20.03.2012-10:52:11;Daniel
50;Queued-Awaiting Assignment;20.03.2012-11:11:27;Johanna
50;Accepted-In Progress;02.05.2012-16:01:49;Daniel
50;Queued-Awaiting Assignment;02.05.2012-16:10:42;Daniel
50;Accepted-In Progress;02.05.2012-16:13:43;Abdul
50;Accepted-Assigned;02.05.2012-16:22:22;Abdul
50;Accepted-In Progress;02.05.2012-18:09:36;Abdul
50;Accepted-Wait - User;02.05.2012-18:10:29;Abdul
50;Completed-Resolved;04.05.2012-12:41:01;Abdul
50;Completed-Closed;04.05.2012-23:18:22;Siebel
51;Accepted-In Progress;02.12.2011-09:32:47;Katia
51;Accepted-In Progress;02.12.2011-09:33:00;Katia
51;Accepted-Wait - User;02.12.2011-09:44:22;Katia
51;Queued-Awaiting Assignment;02.12.2011-10:12:28;Katia
51;Accepted-In Progress;02.12.2011-10:34:40;Przemyslaw
51;Queued-Awaiting Assignment;02.12.2011-11:14:51;Przemyslaw
51;Accepted-In Progress;02.12.2011-12:09:07;Armin
51;Queued-Awaiting Assignment;02.12.2011-12:10:24;Armin
51;Accepted-In Progress;02.12.2011-12:18:19;Przemyslaw
51;Queued-Awaiting Assignment;02.12.2011-12:20:01;Przemyslaw
51;Accepted-In Progress;06.12.2011-06:15:16;Florian
51;Accepted-Assigned;06.12.2011-06:15:22;Florian
51;Accepted-In Progress;06.12.2011-09:17:22;Christian
51;Queued-Awaiting Assignment;06.12.2011-09:21:49;Christian
51;Accepted-In Progress;06.12.2011-11:39:11;Katia
51;Accepted-Wait - User;06.12.2011-11:39:15;Katia
51;Queued-Awaiting Assignment;06.12.2011-13:32:22;Katia
51;Queued-Awaiting Assignment;06.12.2011-13:32:23;Katia
51;Accepted-In Progress;03.05.2012-08:16:24;Christian
51;Queued-Awaiting Assignment;03.05.2012-08:17:57;Christian
51;Accepted-In Progress;03.05.2012-09:02:46;Zoi
51;Completed-Resolved;03.05.2012-09:10:10;Zoi
51;Completed-Closed;03.05.2012-23:21:05;Siebel
52;Accepted-In Progress;07.12.2011-12:54:21;Lisbeth
52;Accepted-In Progress;07.12.2011-12:54:33;Lisbeth
52;Queued-Awaiting Assignment;07.12.2011-13:03:25;Lisbeth
52;Accepted-In Progress;07.12.2011-13:09:46;Lars
52;Queued-Awaiting Assignment;08.05.2012-08:29:54;Lars
52;Accepted-In Progress;08.05.2012-16:08:35;Emil
52;Accepted-Wait - User;09.05.2012-09:10:36;Emil
52;Completed-Resolved;09.05.2012-14:44:20;Emil
52;Completed-Closed;09.05.2012-14:44:24;Emil
53;Accepted-In Progress;08.12.2011-07:03:30;Olga
53;Accepted-In Progress;08.12.2011-07:03:59;Olga
53;Queued-Awaiting Assignment;08.12.2011-07:30:03;Olga
53;Accepted-In Progress;08.12.2011-08:53:52;Luc
53;Queued-Awaiting Assignment;08.12.2011-09:20:37;Luc
53;Accepted-In Progress;08.12.2011-11:07:38;Olga
53;Queued-Awaiting Assignment;08.12.2011-11:15:26;Olga
53;Accepted-In Progress;08.12.2011-13:58:32;Tsun Fai
53;Queued-Awaiting Assignment;08.12.2011-13:58:38;Tsun Fai
53;Accepted-In Progress;06.04.2012-09:27:42;Earl
53;Accepted-Wait;06.04.2012-09:27:46;Earl
53;Accepted-In Progress;04.05.2012-07:55:58;Juan
53;Completed-Resolved;04.05.2012-07:56:56;Juan
53;Completed-Closed;11.05.2012-23:21:19;Siebel
54;Accepted-In Progress;12.12.2011-07:21:05;Olga
54;Accepted-In Progress;12.12.2011-07:21:08;Olga
54;Queued-Awaiting Assignment;12.12.2011-07:26:15;Olga
54;Accepted-In Progress;14.12.2011-14:30:57;Luc
54;Queued-Awaiting Assignment;14.12.2011-14:33:46;Luc
54;Accepted-In Progress;15.12.2011-10:37:48;Olga
54;Accepted-Wait - User;15.12.2011-10:48:55;Olga
54;Accepted-In Progress;15.12.2011-12:31:03;Olga
54;Queued-Awaiting Assignment;15.12.2011-12:34:37;Olga
54;Accepted-In Progress;19.12.2011-17:22:06;Tsun Fai
54;Queued-Awaiting Assignment;22.12.2011-11:14:30;Tsun Fai
54;Accepted-In Progress;22.12.2011-12:24:36;Olga
54;Accepted-Wait - User;22.12.2011-12:44:38;Olga
54;Accepted-In Progress;22.12.2011-13:48:15;Olga
54;Queued-Awaiting Assignment;22.12.2011-13:49:25;Olga
54;Accepted-In Progress;02.01.2012-09:13:49;Tsun Fai
54;Queued-Awaiting Assignment;02.01.2012-09:14:26;Tsun Fai
54;Accepted-In Progress;13.03.2012-12:20:49;Tsun Fai
54;Queued-Awaiting Assignment;13.03.2012-12:20:55;Tsun Fai
54;Accepted-In Progress;21.03.2012-08:41:36;Earl
54;Accepted-Wait;21.03.2012-08:41:41;Earl
54;Accepted-In Progress;04.05.2012-09:50:55;Juan
54;Completed-Resolved;04.05.2012-09:51:38;Juan
54;Completed-Closed;11.05.2012-23:21:19;Siebel
55;Accepted-In Progress;14.12.2011-14:05:31;Renaat
55;Accepted-In Progress;14.12.2011-14:05:55;Renaat
55;Queued-Awaiting Assignment;14.12.2011-14:10:14;Renaat
55;Accepted-In Progress;19.12.2011-15:59:26;Yann
55;Queued-Awaiting Assignment;19.12.2011-15:59:47;Yann
55;Accepted-In Progress;09.05.2012-15:37:32;Herve
55;Queued-Awaiting Assignment;09.05.2012-15:54:09;Herve
55;Accepted-In Progress;09.05.2012-15:55:36;Renaat
55;Completed-Resolved;09.05.2012-15:57:18;Renaat
55;Completed-Closed;09.05.2012-23:20:38;Siebel
56;Queued-Awaiting Assignment;21.12.2011-16:00:52;Henrik
56;Queued-Awaiting Assignment;21.12.2011-16:01:30;Henrik
56;Accepted-In Progress;22.12.2011-07:36:11;Daniel
56;Accepted-Wait - User;22.12.2011-07:36:36;Daniel
56;Accepted-In Progress;22.12.2011-07:47:04;Daniel
56;Accepted-Wait - User;27.12.2011-09:20:54;Daniel
56;Accepted-In Progress;02.05.2012-07:25:13;Daniel
56;Accepted-Wait - User;02.05.2012-07:25:18;Daniel
56;Accepted-In Progress;03.05.2012-12:41:29;Kent
56;Completed-Resolved;03.05.2012-12:42:33;Kent
56;Completed-Closed;10.05.2012-23:26:02;Siebel
57;Accepted-In Progress;22.12.2011-02:19:50;Shuwen
57;Accepted-In Progress;22.12.2011-02:21:52;Shuwen
57;Accepted-In Progress;22.12.2011-02:24:24;Shuwen
57;Queued-Awaiting Assignment;22.12.2011-02:24:47;Shuwen
57;Accepted-In Progress;22.12.2011-08:20:28;Tamara
57;Queued-Awaiting Assignment;22.12.2011-08:20:42;Tamara
57;Accepted-In Progress;22.12.2011-08:35:40;Shuwen
57;Queued-Awaiting Assignment;22.12.2011-08:36:03;Shuwen
57;Accepted-In Progress;02.01.2012-15:29:59;Tsun Fai
57;Queued-Awaiting Assignment;02.01.2012-15:31:44;Tsun Fai
57;Accepted-In Progress;04.01.2012-01:24:45;Shuwen
57;Accepted-Wait - User;04.01.2012-01:24:55;Shuwen
57;Queued-Awaiting Assignment;04.01.2012-07:59:37;Shuwen
57;Accepted-In Progress;17.01.2012-10:34:27;Tsun Fai
57;Queued-Awaiting Assignment;17.01.2012-10:37:07;Tsun Fai
57;Accepted-In Progress;17.01.2012-23:36:37;Abby
57;Accepted-Wait - User;17.01.2012-23:36:50;Abby
57;Queued-Awaiting Assignment;20.01.2012-01:17:12;Abby
57;Accepted-In Progress;27.01.2012-09:30:50;Tsun Fai
57;Queued-Awaiting Assignment;27.01.2012-09:31:24;Tsun Fai
57;Accepted-In Progress;30.01.2012-07:29:58;Danny
57;Accepted-Assigned;30.01.2012-07:31:34;Danny
57;Accepted-In Progress;30.01.2012-08:53:31;Juan
57;Queued-Awaiting Assignment;30.01.2012-08:53:41;Juan
57;Accepted-In Progress;03.02.2012-00:53:37;Abby
57;Accepted-In Progress;03.02.2012-00:53:44;Abby
57;Queued-Awaiting Assignment;03.02.2012-00:54:58;Abby
57;Accepted-In Progress;21.03.2012-09:11:47;Earl
57;Queued-Awaiting Assignment;21.03.2012-09:12:04;Earl
57;Accepted-In Progress;21.03.2012-12:40:07;Juan
57;Queued-Awaiting Assignment;21.03.2012-12:40:35;Juan
57;Accepted-In Progress;21.03.2012-12:56:34;Earl
57;Accepted-Wait;21.03.2012-12:56:39;Earl
57;Accepted-Assigned;21.03.2012-13:03:17;Earl
57;Accepted-In Progress;21.03.2012-13:03:22;Earl
57;Accepted-Wait;21.03.2012-13:03:28;Earl
57;Accepted-Assigned;21.03.2012-13:03:47;Earl
57;Accepted-In Progress;21.03.2012-13:03:55;Earl
57;Accepted-Wait;21.03.2012-13:04:00;Earl
57;Accepted-In Progress;04.05.2012-10:21:09;Juan
57;Completed-Resolved;04.05.2012-10:27:48;Juan
57;Completed-Closed;11.05.2012-23:21:17;Siebel
58;Accepted-In Progress;22.12.2011-09:48:28;Katia
58;Accepted-Wait - User;22.12.2011-09:48:51;Katia
58;Accepted-Wait - User;22.12.2011-09:48:52;Katia
58;Queued-Awaiting Assignment;22.12.2011-09:58:30;Katia
58;Accepted-In Progress;22.12.2011-10:16:51;Slawomir
58;Queued-Awaiting Assignment;22.12.2011-10:18:03;Slawomir
58;Accepted-In Progress;22.12.2011-10:23:59;Armin
58;Queued-Awaiting Assignment;22.12.2011-12:57:42;Armin
58;Accepted-In Progress;22.12.2011-13:09:00;Isaide
58;Queued-Awaiting Assignment;22.12.2011-13:09:39;Isaide
58;Accepted-In Progress;22.12.2011-13:14:35;Katia
58;Accepted-In Progress;22.12.2011-13:29:09;Katia
58;Queued-Awaiting Assignment;22.12.2011-13:29:21;Katia
58;Accepted-In Progress;22.12.2011-13:32:55;Isaide
58;Queued-Awaiting Assignment;22.12.2011-13:33:49;Isaide
58;Accepted-In Progress;22.12.2011-13:34:26;Claudia
58;Queued-Awaiting Assignment;22.12.2011-13:36:23;Claudia
58;Accepted-In Progress;22.12.2011-13:50:58;Katia
58;Queued-Awaiting Assignment;22.12.2011-13:54:06;Katia
58;Accepted-In Progress;22.12.2011-14:07:21;Isaide
58;Queued-Awaiting Assignment;22.12.2011-14:12:55;Isaide
58;Accepted-In Progress;22.12.2011-15:06:52;Armin
58;Queued-Awaiting Assignment;22.12.2011-15:08:03;Armin
58;Accepted-In Progress;22.12.2011-15:11:46;Magali
58;Queued-Awaiting Assignment;22.12.2011-15:12:44;Magali
58;Accepted-In Progress;23.12.2011-09:53:31;Bart
58;Queued-Awaiting Assignment;23.12.2011-09:56:52;Bart
58;Accepted-In Progress;23.12.2011-09:57:09;Bart
58;Queued-Awaiting Assignment;23.12.2011-09:57:43;Bart
58;Accepted-In Progress;23.12.2011-10:52:24;Slawomir
58;Queued-Awaiting Assignment;23.12.2011-10:52:47;Slawomir
58;Accepted-In Progress;23.12.2011-11:56:12;Katia
58;Queued-Awaiting Assignment;23.12.2011-12:42:56;Katia
58;Accepted-In Progress;23.12.2011-12:45:12;Magali
58;Queued-Awaiting Assignment;23.12.2011-12:45:43;Magali
58;Accepted-In Progress;27.12.2011-14:47:37;Robert
58;Queued-Awaiting Assignment;27.12.2011-14:56:25;Robert
58;Queued-Awaiting Assignment;27.12.2011-14:56:26;Robert
58;Accepted-In Progress;27.12.2011-15:36:08;Kåre_OLD
58;Queued-Awaiting Assignment;27.12.2011-15:37:53;Kåre_OLD
58;Accepted-In Progress;04.01.2012-13:38:59;Armin
58;Queued-Awaiting Assignment;04.01.2012-13:41:37;Armin
58;Accepted-In Progress;04.01.2012-13:57:48;Isaide
58;Queued-Awaiting Assignment;04.01.2012-13:58:22;Isaide
58;Accepted-In Progress;05.01.2012-12:36:34;Zoi
58;Accepted-Wait;06.01.2012-17:35:19;Zoi
58;Accepted-In Progress;09.01.2012-11:01:22;Katia
58;Queued-Awaiting Assignment;09.01.2012-11:08:20;Katia
58;Accepted-In Progress;09.01.2012-11:10:13;Magali
58;Queued-Awaiting Assignment;09.01.2012-11:11:46;Magali
58;Accepted-In Progress;09.01.2012-11:43:23;Armin
58;Accepted-Wait - Implementation;09.01.2012-11:43:28;Armin
58;Accepted-In Progress;24.01.2012-08:07:45;Armin
58;Queued-Awaiting Assignment;24.01.2012-08:09:14;Armin
58;Accepted-In Progress;24.01.2012-08:38:06;Brecht
58;Accepted-Assigned;24.01.2012-08:38:12;Brecht
58;Accepted-In Progress;24.01.2012-09:08:07;Katia
58;Accepted-In Progress;24.01.2012-09:08:10;Katia
58;Accepted-Wait - Vendor;24.01.2012-09:08:14;Katia
58;Accepted-Wait - User;24.01.2012-10:00:11;Katia
58;Accepted-Wait - User;31.01.2012-09:09:24;Siebel
58;Accepted-Wait - User;31.01.2012-09:31:23;Katia
58;Accepted-Wait - User;07.02.2012-09:31:25;Siebel
58;Accepted-Wait - User;07.02.2012-12:11:20;Katia
58;Accepted-Wait - User;14.02.2012-12:11:23;Siebel
58;Accepted-Wait - User;14.02.2012-12:40:57;Katia
58;Accepted-Wait - User;21.02.2012-12:40:57;Siebel
58;Accepted-Wait - User;23.02.2012-12:52:33;Katia
58;Accepted-Wait - User;01.03.2012-12:52:42;Siebel
58;Accepted-Wait - User;01.03.2012-15:37:21;Katia
58;Accepted-Wait - User;08.03.2012-15:37:22;Siebel
58;Accepted-Wait - User;08.03.2012-16:23:08;Katia
58;Accepted-Wait - User;15.03.2012-16:23:09;Siebel
58;Accepted-Wait - User;16.03.2012-07:29:57;Katia
58;Accepted-Wait - User;23.03.2012-07:30:05;Siebel
58;Accepted-Wait - User;23.03.2012-08:00:51;Katia
58;Accepted-Wait - User;30.03.2012-09:00:52;Siebel
58;Accepted-Wait - User;30.03.2012-13:13:42;Katia
58;Queued-Awaiting Assignment;02.04.2012-15:17:36;Katia
58;Accepted-In Progress;02.05.2012-10:50:18;Katia
58;Queued-Awaiting Assignment;02.05.2012-10:54:04;Katia
58;Accepted-In Progress;08.05.2012-15:56:30;Patricia
58;Queued-Awaiting Assignment;08.05.2012-15:56:49;Patricia
58;Accepted-In Progress;09.05.2012-10:02:39;Armin
58;Queued-Awaiting Assignment;09.05.2012-10:03:36;Armin
58;Accepted-In Progress;09.05.2012-10:05:14;Przemyslaw
58;Queued-Awaiting Assignment;09.05.2012-10:08:39;Przemyslaw
58;Accepted-In Progress;09.05.2012-10:14:03;Katia
58;Completed-Resolved;09.05.2012-10:19:52;Katia
58;Completed-Closed;09.05.2012-10:20:05;Katia
59;Accepted-In Progress;26.12.2011-03:28:33;Amy
59;Accepted-In Progress;26.12.2011-03:34:32;Amy
59;Queued-Awaiting Assignment;27.12.2011-02:53:41;Amy
59;Accepted-In Progress;27.12.2011-02:53:45;Amy
59;Accepted-Wait - User;29.12.2011-01:22:21;Amy
59;Accepted-Assigned;29.12.2011-05:10:43;Amy
59;Accepted-In Progress;04.05.2012-15:34:35;Jonathan
59;Completed-Resolved;04.05.2012-15:35:15;Jonathan
59;Completed-Closed;11.05.2012-23:21:17;Siebel
60;Accepted-In Progress;27.12.2011-15:10:12;Brecht
60;Accepted-In Progress;27.12.2011-15:10:49;Brecht
60;Queued-Awaiting Assignment;27.12.2011-15:14:14;Brecht
60;Accepted-In Progress;30.12.2011-13:39:06;Tsun Fai
60;Queued-Awaiting Assignment;30.12.2011-13:39:29;Tsun Fai
60;Accepted-In Progress;03.01.2012-10:25:55;Danny
60;Queued-Awaiting Assignment;03.01.2012-10:27:53;Danny
60;Accepted-In Progress;03.01.2012-10:30:54;Danny
60;Queued-Awaiting Assignment;03.01.2012-10:31:08;Danny
60;Accepted-In Progress;03.01.2012-11:56:15;Katia
60;Accepted-Assigned;03.01.2012-11:56:24;Katia
60;Accepted-In Progress;03.01.2012-12:27:03;Brecht
60;Completed-Resolved;03.01.2012-12:27:51;Brecht
60;Completed-Closed;03.01.2012-22:20:22;Siebel
60;Accepted-In Progress;05.01.2012-15:05:39;Jan
60;Queued-Awaiting Assignment;05.01.2012-15:07:33;Jan
60;Accepted-In Progress;06.01.2012-15:21:13;Tsun Fai
60;Queued-Awaiting Assignment;06.01.2012-15:40:32;Tsun Fai
60;Queued-Awaiting Assignment;06.01.2012-15:40:33;Tsun Fai
60;Accepted-In Progress;10.02.2012-13:21:29;Maurice
60;Completed-Resolved;10.02.2012-13:21:41;Maurice
60;Accepted-In Progress;16.02.2012-16:22:34;Brecht
60;Accepted-Assigned;16.02.2012-16:22:35;Brecht
60;Accepted-In Progress;16.02.2012-16:22:39;Brecht
60;Queued-Awaiting Assignment;16.02.2012-16:23:58;Brecht
60;Accepted-In Progress;17.02.2012-07:12:55;Juan
60;Accepted-Wait;17.02.2012-07:13:25;Juan
60;Accepted-Assigned;20.02.2012-08:12:44;Juan
60;Accepted-In Progress;20.02.2012-08:12:56;Juan
60;Accepted-Wait - User;20.02.2012-09:45:38;Juan
60;Queued-Awaiting Assignment;20.02.2012-12:41:37;Juan
60;Accepted-In Progress;20.02.2012-13:46:18;Zoi
60;Accepted-Wait - User;20.02.2012-13:48:56;Zoi
60;Accepted-In Progress;23.02.2012-08:31:54;Jan
60;Queued-Awaiting Assignment;23.02.2012-08:32:24;Jan
60;Accepted-In Progress;14.03.2012-16:22:46;Juan
60;Queued-Awaiting Assignment;14.03.2012-16:23:44;Juan
60;Accepted-In Progress;14.03.2012-16:28:56;Brecht
60;Accepted-Wait - User;14.03.2012-16:42:26;Brecht
60;Queued-Awaiting Assignment;15.03.2012-12:52:34;Brecht
60;Accepted-In Progress;19.03.2012-07:24:31;Juan
60;Accepted-Wait;19.03.2012-07:24:40;Juan
60;Accepted-In Progress;19.03.2012-07:45:11;Juan
60;Accepted-Wait;19.03.2012-08:57:07;Juan
60;Queued-Awaiting Assignment;20.03.2012-12:21:42;Juan
60;Accepted-In Progress;17.04.2012-16:52:39;Tsun Fai
60;Queued-Awaiting Assignment;17.04.2012-16:52:58;Tsun Fai
60;Accepted-In Progress;04.05.2012-08:00:24;Juan
60;Completed-Resolved;04.05.2012-08:01:15;Juan
60;Completed-Closed;11.05.2012-23:21:16;Siebel
61;Accepted-In Progress;28.12.2011-10:40:52;Michael
61;Accepted-In Progress;28.12.2011-10:41:12;Michael
61;Queued-Awaiting Assignment;28.12.2011-10:44:03;Michael
61;Accepted-In Progress;28.12.2011-11:00:36;Magali
61;Queued-Awaiting Assignment;28.12.2011-11:06:19;Magali
61;Queued-Awaiting Assignment;28.12.2011-11:06:20;Magali
61;Accepted-In Progress;28.12.2011-11:31:08;Hans-Eric
61;Accepted-Assigned;28.12.2011-11:55:01;Hans-Eric
61;Accepted-In Progress;29.12.2011-09:41:56;Michael
61;Accepted-Wait;29.12.2011-09:42:04;Michael
61;Accepted-Wait;31.12.2011-10:41:41;Siebel
61;Accepted-In Progress;07.05.2012-08:31:38;Christopher
61;Completed-Resolved;07.05.2012-08:32:07;Christopher
61;Completed-Closed;07.05.2012-08:32:08;Christopher
62;Accepted-In Progress;03.01.2012-01:51:47;Cristian
62;Accepted-In Progress;03.01.2012-01:53:14;Cristian
62;Accepted-Wait - User;03.01.2012-01:53:23;Cristian
62;Queued-Awaiting Assignment;03.01.2012-01:58:34;Cristian
62;Accepted-In Progress;03.01.2012-01:58:40;Cristian
62;Accepted-Assigned;03.01.2012-01:58:58;Cristian
62;Accepted-In Progress;03.01.2012-02:57:36;Cincellia
62;Accepted-Wait;03.01.2012-03:02:00;Cincellia
62;Completed-Resolved;01.05.2012-06:48:12;Cincellia
62;Completed-Closed;08.05.2012-23:15:57;Siebel
63;Accepted-In Progress;04.01.2012-07:49:51;Oskar
63;Accepted-In Progress;04.01.2012-07:50:49;Oskar
63;Accepted-Assigned;04.01.2012-07:51:26;Oskar
63;Accepted-In Progress;05.01.2012-12:54:50;Aparna
63;Accepted-Assigned;05.01.2012-12:56:03;Aparna
63;Accepted-In Progress;09.01.2012-07:52:33;Vikrant
63;Completed-Resolved;14.05.2012-13:14:02;Vikrant
63;Completed-Closed;21.05.2012-23:25:20;Siebel
64;Queued-Awaiting Assignment;06.01.2012-08:38:05;Santi
64;Accepted-In Progress;19.01.2012-14:22:41;Pongsak
64;Accepted-Wait;02.02.2012-05:52:15;Pongsak
64;Accepted-Wait - User;02.04.2012-04:50:46;Jinos
64;Accepted-In Progress;18.04.2012-10:43:22;Thachuda
64;Queued-Awaiting Assignment;18.04.2012-10:45:01;Thachuda
64;Accepted-In Progress;18.04.2012-10:52:36;Sudindran
64;Queued-Awaiting Assignment;18.04.2012-11:01:45;Sudindran
64;Accepted-In Progress;18.04.2012-12:18:52;Marika
64;Queued-Awaiting Assignment;18.04.2012-12:19:18;Marika
64;Accepted-In Progress;20.04.2012-09:13:42;Jinos
64;Accepted-Wait - User;20.04.2012-09:30:16;Jinos
64;Queued-Awaiting Assignment;24.04.2012-03:52:06;Jinos
64;Queued-Awaiting Assignment;24.04.2012-03:52:07;Jinos
64;Accepted-In Progress;24.04.2012-04:22:34;Suresh
64;Accepted-Assigned;24.04.2012-04:27:55;Suresh
64;Accepted-In Progress;24.04.2012-07:00:17;Sudindran
64;Accepted-Wait - User;24.04.2012-07:01:53;Sudindran
64;Accepted-In Progress;03.05.2012-06:07:38;Prasat
64;Accepted-Wait - User;03.05.2012-07:14:40;Prasat
64;Accepted-In Progress;03.05.2012-07:59:24;Prasat
64;Completed-Resolved;03.05.2012-08:00:23;Prasat
64;Completed-Closed;03.05.2012-23:21:00;Siebel
65;Accepted-In Progress;05.01.2012-10:37:41;Adam
65;Accepted-In Progress;05.01.2012-10:39:53;Adam
65;Queued-Awaiting Assignment;05.01.2012-10:47:14;Adam
65;Accepted-In Progress;09.01.2012-13:22:56;Tsun Fai
65;Queued-Awaiting Assignment;09.01.2012-13:25:36;Tsun Fai
65;Accepted-In Progress;09.01.2012-13:31:50;Tsun Fai
65;Queued-Awaiting Assignment;09.01.2012-13:32:02;Tsun Fai
65;Accepted-In Progress;09.01.2012-13:32:05;Tsun Fai
65;Queued-Awaiting Assignment;09.01.2012-13:32:14;Tsun Fai
65;Accepted-In Progress;09.01.2012-14:49:08;Pawel
65;Accepted-Assigned;09.01.2012-14:49:18;Pawel
65;Accepted-In Progress;10.01.2012-06:28:03;Adam
65;Queued-Awaiting Assignment;10.01.2012-06:33:55;Adam
65;Accepted-In Progress;21.03.2012-09:27:48;Earl
65;Queued-Awaiting Assignment;21.03.2012-09:50:55;Earl
65;Accepted-In Progress;21.03.2012-12:45:14;Juan
65;Queued-Awaiting Assignment;21.03.2012-12:45:52;Juan
65;Accepted-In Progress;21.03.2012-12:55:30;Earl
65;Accepted-Wait;21.03.2012-12:55:34;Earl
65;Accepted-In Progress;21.03.2012-13:07:30;Juan
65;Accepted-Wait;21.03.2012-13:07:39;Juan
65;Accepted-In Progress;17.04.2012-13:37:56;Juan
65;Queued-Awaiting Assignment;17.04.2012-15:29:20;Danny
65;Accepted-In Progress;04.05.2012-10:28:23;Juan
65;Completed-Resolved;04.05.2012-11:16:12;Juan
65;Completed-Closed;11.05.2012-23:21:16;Siebel
