case_id;activity;time;Involved ST Function Div;Involved Org line 3
1604;Completed-Closed;09.05.2012-23:17:29;Dummy;Other
1605;Queued-Awaiting Assignment;26.04.2012-13:13:29;V3_2;Org line C
1605;Accepted-In Progress;26.04.2012-13:24:37;V3_2;Org line C
1605;Queued-Awaiting Assignment;26.04.2012-13:24:58;A2_4;Org line A2
1605;Accepted-In Progress;26.04.2012-13:45:04;A2_4;Org line A2
1605;Accepted-Assigned;26.04.2012-13:45:51;A2_4;Org line A2
1605;Accepted-In Progress;27.04.2012-07:51:49;A2_4;Org line A2
1605;Completed-Resolved;14.05.2012-10:31:57;A2_4;Org line A2
1605;Completed-Closed;21.05.2012-23:24:08;A2_4;Org line A2
1606;Queued-Awaiting Assignment;26.04.2012-13:20:38;Dummy;Other
1606;Accepted-In Progress;26.04.2012-13:26:46;Dummy;Other
1606;Accepted-Assigned;26.04.2012-13:27:16;Dummy;Other
1606;Accepted-In Progress;26.04.2012-13:33:40;Dummy;Other
1606;Queued-Awaiting Assignment;26.04.2012-13:35:43;V3_2;Org line C
1606;Accepted-In Progress;26.04.2012-14:14:51;V3_2;Org line C
1606;Accepted-Wait - User;26.04.2012-14:22:20;V3_2;Org line C
1606;Queued-Awaiting Assignment;26.04.2012-14:29:59;V3_2;Org line C
1606;Accepted-In Progress;27.04.2012-11:41:35;V3_2;Org line C
1606;Queued-Awaiting Assignment;27.04.2012-11:41:45;V3_2;Org line C
1606;Accepted-In Progress;27.04.2012-13:01:43;V3_2;Org line C
1606;Accepted-Wait - Vendor;27.04.2012-13:02:09;V3_2;Org line C
1606;Accepted-In Progress;08.05.2012-09:43:55;V3_2;Org line C
1606;Completed-Resolved;08.05.2012-09:44:46;V3_2;Org line C
1606;Completed-Closed;08.05.2012-23:14:08;V3_2;Org line C
1607;Queued-Awaiting Assignment;26.04.2012-13:54:32;V3_2;Org line C
1607;Accepted-In Progress;26.04.2012-14:00:41;V3_2;Org line C
1607;Accepted-Assigned;26.04.2012-14:00:48;V3_2;Org line C
1607;Accepted-Assigned;26.04.2012-14:00:49;V3_2;Org line C
1607;Accepted-In Progress;30.04.2012-14:31:59;V3_2;Org line C
1607;Accepted-Wait;30.04.2012-14:43:59;V3_2;Org line C
1607;Accepted-In Progress;03.05.2012-11:49:41;V3_2;Org line C
1607;Completed-Resolved;03.05.2012-11:49:45;V3_2;Org line C
1607;Completed-Closed;10.05.2012-23:23:01;V3_2;Org line C
1608;Queued-Awaiting Assignment;26.04.2012-14:14:42;Dummy;Other
1608;Accepted-In Progress;26.04.2012-16:18:32;Dummy;Other
1608;Queued-Awaiting Assignment;26.04.2012-16:22:30;D_1;Org line A2
1608;Accepted-In Progress;27.04.2012-10:29:19;D_1;Org line A2
1608;Queued-Awaiting Assignment;27.04.2012-10:29:41;Dummy;Org line V11
1608;Accepted-In Progress;27.04.2012-13:18:41;Dummy;Org line V11
1608;Completed-Resolved;08.05.2012-14:49:34;Dummy;Org line V11
1608;Completed-Closed;15.05.2012-23:20:50;Dummy;Org line V11
1609;Queued-Awaiting Assignment;26.04.2012-14:15:31;Dummy;Other
1609;Accepted-In Progress;26.04.2012-14:18:22;Dummy;Other
1609;Queued-Awaiting Assignment;26.04.2012-14:18:33;Dummy;Other
1609;Accepted-In Progress;28.04.2012-01:42:54;Dummy;Other
1609;Queued-Awaiting Assignment;28.04.2012-01:42:57;Dummy;Other
1609;Accepted-In Progress;09.05.2012-07:20:46;Dummy;Other
1609;Accepted-Assigned;09.05.2012-07:20:52;Dummy;Other
1609;Accepted-In Progress;09.05.2012-07:38:42;Dummy;Other
1609;Accepted-In Progress;09.05.2012-07:38:57;Dummy;Other
1609;Accepted-Wait;09.05.2012-07:43:48;Dummy;Other
1609;Accepted-In Progress;10.05.2012-13:55:06;Dummy;Other
1609;Queued-Awaiting Assignment;10.05.2012-14:00:49;E_10;Org line B
1609;Accepted-In Progress;10.05.2012-14:16:48;E_10;Org line B
1609;Accepted-Assigned;10.05.2012-14:18:54;E_10;Org line B
1609;Accepted-In Progress;10.05.2012-14:25:23;E_10;Org line B
1609;Accepted-Wait;10.05.2012-14:25:55;E_10;Org line B
1609;Accepted-Wait - User;11.05.2012-13:09:58;E_10;Org line B
1609;Accepted-In Progress;14.05.2012-09:27:48;E_10;Org line B
1609;Completed-Resolved;14.05.2012-09:28:03;E_10;Org line B
1609;Completed-Closed;14.05.2012-23:21:58;E_10;Org line B
1610;Queued-Awaiting Assignment;26.04.2012-14:40:51;V3_2;Org line C
1610;Accepted-In Progress;26.04.2012-16:06:37;V3_2;Org line C
1610;Queued-Awaiting Assignment;30.04.2012-14:37:29;A2_4;Org line A2
1610;Accepted-In Progress;02.05.2012-05:25:24;A2_4;Org line A2
1610;Queued-Awaiting Assignment;02.05.2012-05:27:13;A2_4;Org line A2
1610;Accepted-In Progress;02.05.2012-07:45:18;A2_4;Org line A2
1610;Accepted-Wait - Vendor;02.05.2012-07:47:01;A2_4;Org line A2
1610;Accepted-In Progress;02.05.2012-12:49:32;A2_4;Org line A2
1610;Completed-Resolved;14.05.2012-13:47:49;A2_4;Org line A2
1610;Completed-Closed;21.05.2012-23:24:08;A2_4;Org line A2
1611;Queued-Awaiting Assignment;26.04.2012-15:25:57;Dummy;Other
1611;Accepted-In Progress;26.04.2012-16:41:05;Dummy;Other
1611;Queued-Awaiting Assignment;26.04.2012-16:43:46;E_1;Org line C
1611;Accepted-In Progress;27.04.2012-03:47:55;E_1;Org line C
1611;Accepted-Wait - Implementation;27.04.2012-03:48:02;E_1;Org line C
1611;Queued-Awaiting Assignment;27.04.2012-05:11:00;V3_2;Org line C
1611;Accepted-In Progress;28.04.2012-01:49:51;V3_2;Org line C
1611;Queued-Awaiting Assignment;28.04.2012-01:49:56;V3_2;Org line C
1611;Accepted-In Progress;07.05.2012-10:33:04;V3_2;Org line C
1611;Accepted-Assigned;07.05.2012-10:33:22;V3_2;Org line C
1611;Accepted-In Progress;07.05.2012-11:57:25;V3_2;Org line C
1611;Completed-Resolved;07.05.2012-11:58:19;V3_2;Org line C
1611;Completed-Closed;07.05.2012-11:58:21;V3_2;Org line C
1612;Queued-Awaiting Assignment;26.04.2012-15:46:55;V3_2;Org line G2
1612;Accepted-In Progress;26.04.2012-16:32:58;V3_2;Org line G2
1612;Queued-Awaiting Assignment;26.04.2012-16:33:18;D_1;Org line A2
1612;Accepted-In Progress;27.04.2012-06:47:03;D_1;Org line A2
1612;Accepted-Assigned;27.04.2012-06:47:15;D_1;Org line A2
1612;Accepted-In Progress;14.05.2012-10:14:04;D_1;Org line A2
1612;Completed-Resolved;14.05.2012-10:15:13;D_1;Org line A2
1612;Completed-Closed;21.05.2012-23:24:07;D_1;Org line A2
1613;Queued-Awaiting Assignment;26.04.2012-16:14:55;Dummy;Other
1613;Accepted-In Progress;26.04.2012-18:57:50;Dummy;Other
1613;Queued-Awaiting Assignment;26.04.2012-18:58:12;Dummy;Other
1613;Accepted-In Progress;27.04.2012-07:58:29;Dummy;Other
1613;Queued-Awaiting Assignment;27.04.2012-07:59:27;Dummy;Other
1613;Accepted-In Progress;03.05.2012-07:21:44;Dummy;Other
1613;Completed-Resolved;03.05.2012-07:52:54;Dummy;Other
1613;Completed-Closed;10.05.2012-23:22:59;Dummy;Other
1614;Queued-Awaiting Assignment;26.04.2012-16:44:28;V3_2;Org line C
1614;Accepted-In Progress;26.04.2012-16:50:43;V3_2;Org line C
1614;Queued-Awaiting Assignment;26.04.2012-16:51:12;E_10;Org line C
1614;Accepted-In Progress;27.04.2012-06:05:16;E_10;Org line C
1614;Accepted-Wait - Implementation;27.04.2012-10:32:50;E_10;Org line C
1614;Completed-Resolved;04.05.2012-15:18:07;E_10;Org line C
1614;Completed-Closed;11.05.2012-23:18:50;E_10;Org line C
1615;Queued-Awaiting Assignment;27.04.2012-06:44:30;V3_2;Org line C
1615;Accepted-In Progress;27.04.2012-08:36:50;V3_2;Org line C
1615;Accepted-Assigned;27.04.2012-08:36:59;V3_2;Org line C
1615;Accepted-In Progress;27.04.2012-13:36:08;V3_2;Org line C
1615;Accepted-Wait;27.04.2012-13:36:24;V3_2;Org line C
1615;Accepted-In Progress;27.04.2012-13:46:13;V3_2;Org line C
1615;Accepted-Wait - User;27.04.2012-13:55:08;V3_2;Org line C
1615;Accepted-In Progress;30.04.2012-06:56:19;V3_2;Org line C
1615;Accepted-Wait - User;30.04.2012-07:00:43;V3_2;Org line C
1615;Accepted-In Progress;02.05.2012-12:56:47;V3_2;Org line C
1615;Accepted-In Progress;02.05.2012-13:18:02;V3_2;Org line C
1615;Queued-Awaiting Assignment;02.05.2012-13:18:24;E_10;Org line B
1615;Accepted-In Progress;02.05.2012-13:24:49;E_10;Org line B
1615;Accepted-Assigned;02.05.2012-13:55:26;E_10;Org line B
1615;Accepted-In Progress;02.05.2012-14:19:16;E_10;Org line B
1615;Accepted-Wait - User;02.05.2012-14:22:14;E_10;Org line B
1615;Accepted-In Progress;03.05.2012-14:47:28;E_10;Org line B
1615;Completed-Resolved;03.05.2012-14:47:58;E_10;Org line B
1615;Completed-Closed;03.05.2012-23:10:57;E_10;Org line B
1616;Queued-Awaiting Assignment;27.04.2012-08:54:58;V3_2;Org line C
1616;Accepted-In Progress;27.04.2012-09:01:02;V3_2;Org line C
1616;Queued-Awaiting Assignment;27.04.2012-09:05:29;E_10;Org line C
1616;Accepted-In Progress;27.04.2012-09:24:08;E_10;Org line C
1616;Queued-Awaiting Assignment;27.04.2012-12:00:27;E_8;Org line C
1616;Accepted-In Progress;27.04.2012-12:06:18;E_8;Org line C
1616;Accepted-Assigned;27.04.2012-12:06:38;E_8;Org line C
1616;Accepted-In Progress;30.04.2012-05:37:35;E_8;Org line C
1616;Accepted-Wait - Vendor;30.04.2012-05:40:42;E_8;Org line C
1616;Completed-Resolved;02.05.2012-06:13:10;E_8;Org line C
1616;Completed-Closed;09.05.2012-23:17:12;E_8;Org line C
1617;Accepted-In Progress;26.04.2012-11:50:18;D_1;Org line F
1617;Accepted-In Progress;26.04.2012-11:50:30;D_1;Org line F
1617;Queued-Awaiting Assignment;26.04.2012-11:52:58;D_1;Org line A2
1617;Accepted-In Progress;26.04.2012-12:13:39;D_1;Org line A2
1617;Accepted-Wait - User;26.04.2012-13:42:09;D_1;Org line A2
1617;Completed-Resolved;09.05.2012-13:37:44;D_1;Org line A2
1617;Completed-Closed;09.05.2012-23:17:31;D_1;Org line A2
1618;Accepted-In Progress;26.04.2012-12:18:13;V3_2;Org line C
1618;Accepted-In Progress;26.04.2012-12:18:30;V3_2;Org line C
1618;Queued-Awaiting Assignment;26.04.2012-12:20:05;A2_4;Org line A2
1618;Accepted-In Progress;26.04.2012-12:20:53;A2_4;Org line A2
1618;Accepted-Wait - User;26.04.2012-14:40:50;A2_4;Org line A2
1618;Accepted-In Progress;02.05.2012-10:09:46;A2_4;Org line A2
1618;Completed-Resolved;02.05.2012-10:11:12;A2_4;Org line A2
1618;Completed-Closed;09.05.2012-23:17:30;A2_4;Org line A2
1619;Accepted-In Progress;26.04.2012-12:26:58;V3_2;Org line C
1619;Accepted-In Progress;26.04.2012-12:32:58;V3_2;Org line C
1619;Queued-Awaiting Assignment;26.04.2012-13:10:29;E_10;Org line B
1619;Accepted-In Progress;26.04.2012-14:09:39;E_10;Org line B
1619;Queued-Awaiting Assignment;26.04.2012-14:25:16;E_10;Org line C
1619;Accepted-In Progress;26.04.2012-15:09:44;E_10;Org line C
1619;Queued-Awaiting Assignment;26.04.2012-15:10:30;V3_2;Org line C
1619;Accepted-In Progress;26.04.2012-16:58:58;V3_2;Org line C
1619;Accepted-Assigned;26.04.2012-16:59:32;V3_2;Org line C
1619;Accepted-In Progress;27.04.2012-15:58:13;V3_2;Org line C
1619;Accepted-In Progress;27.04.2012-16:09:16;V3_2;Org line C
1619;Queued-Awaiting Assignment;27.04.2012-16:11:53;V3_2;Org line C
1619;Accepted-In Progress;27.04.2012-18:47:04;V3_2;Org line C
1619;Accepted-Assigned;27.04.2012-18:47:11;V3_2;Org line C
1619;Accepted-In Progress;27.04.2012-21:26:31;V3_2;Org line C
1619;Accepted-Wait - User;27.04.2012-21:27:14;V3_2;Org line C
1619;Accepted-Assigned;30.04.2012-02:56:20;V3_2;Org line C
1619;Accepted-In Progress;30.04.2012-15:19:00;V3_2;Org line C
1619;Accepted-Wait - User;30.04.2012-15:20:03;V3_2;Org line C
1619;Completed-Resolved;01.05.2012-15:48:30;V3_2;Org line C
1619;Completed-Closed;01.05.2012-23:06:50;V3_2;Org line C
1620;Accepted-In Progress;26.04.2012-12:37:53;V3_2;Org line C
1620;Accepted-In Progress;26.04.2012-12:59:12;V3_2;Org line C
1620;Accepted-Wait - User;26.04.2012-13:08:32;V3_2;Org line C
1620;Accepted-In Progress;27.04.2012-12:30:06;V3_2;Org line C
1620;Queued-Awaiting Assignment;27.04.2012-12:35:52;A2_2;Org line A2
1620;Accepted-In Progress;27.04.2012-12:52:39;A2_2;Org line A2
1620;Accepted-Wait;27.04.2012-12:59:27;A2_2;Org line A2
1620;Accepted-In Progress;30.04.2012-07:19:33;A2_2;Org line A2
1620;Queued-Awaiting Assignment;30.04.2012-07:22:56;A2_2;Org line A2
1620;Accepted-In Progress;30.04.2012-10:35:58;A2_2;Org line A2
1620;Queued-Awaiting Assignment;30.04.2012-12:24:33;V3_2;Org line C
1620;Accepted-In Progress;02.05.2012-11:45:52;V3_2;Org line C
1620;Accepted-Assigned;02.05.2012-11:46:45;V3_2;Org line C
1620;Accepted-In Progress;03.05.2012-04:42:25;V3_2;Org line C
1620;Accepted-Assigned;03.05.2012-04:42:45;V3_2;Org line C
1620;Accepted-In Progress;03.05.2012-05:05:00;V3_2;Org line C
1620;Queued-Awaiting Assignment;03.05.2012-05:06:23;E_10;Org line C
1620;Accepted-In Progress;03.05.2012-06:56:48;E_10;Org line C
1620;Queued-Awaiting Assignment;03.05.2012-13:16:51;C_6;Org line C
1620;Accepted-In Progress;03.05.2012-14:08:28;C_6;Org line C
1620;Queued-Awaiting Assignment;03.05.2012-14:40:25;E_1;Org line C
1620;Accepted-In Progress;04.05.2012-07:59:33;E_1;Org line C
1620;Accepted-Wait - User;04.05.2012-12:37:56;E_1;Org line C
1620;Completed-Resolved;04.05.2012-12:54:05;E_1;Org line C
1620;Completed-Closed;11.05.2012-23:18:59;E_1;Org line C
1621;Accepted-In Progress;26.04.2012-12:54:28;V3_2;Org line C
1621;Accepted-In Progress;26.04.2012-12:55:30;V3_2;Org line C
1621;Queued-Awaiting Assignment;26.04.2012-12:58:29;V3_2;Org line C
1621;Accepted-In Progress;28.04.2012-02:13:42;V3_2;Org line C
1621;Queued-Awaiting Assignment;28.04.2012-02:13:51;V3_2;Org line C
1621;Accepted-In Progress;28.04.2012-02:14:11;V3_2;Org line C
1621;Queued-Awaiting Assignment;28.04.2012-02:14:14;V3_2;Org line C
1621;Accepted-In Progress;09.05.2012-07:19:17;V3_2;Org line C
1621;Accepted-Assigned;09.05.2012-07:19:28;V3_2;Org line C
1621;Accepted-In Progress;09.05.2012-13:16:26;V3_2;Org line C
1621;Accepted-Wait - User;09.05.2012-13:36:26;V3_2;Org line C
1621;Accepted-In Progress;09.05.2012-14:05:48;V3_2;Org line C
1621;Accepted-Assigned;09.05.2012-14:10:26;V3_2;Org line C
1621;Accepted-In Progress;10.05.2012-12:12:08;V3_2;Org line C
1621;Accepted-Wait - User;10.05.2012-12:12:16;V3_2;Org line C
1621;Accepted-Assigned;10.05.2012-12:36:56;V3_2;Org line C
1621;Accepted-In Progress;10.05.2012-13:47:17;V3_2;Org line C
1621;Accepted-Assigned;10.05.2012-14:55:20;V3_2;Org line C
1621;Accepted-In Progress;10.05.2012-14:57:07;V3_2;Org line C
1621;Accepted-Wait - Implementation;10.05.2012-17:00:11;V3_2;Org line C
1621;Accepted-In Progress;15.05.2012-09:33:10;V3_2;Org line C
1621;Completed-Resolved;15.05.2012-09:33:37;V3_2;Org line C
1621;Completed-Closed;22.05.2012-23:20:13;V3_2;Org line C
1622;Accepted-In Progress;26.04.2012-12:17:11;V3_2;Org line C
1622;Accepted-In Progress;26.04.2012-12:17:44;V3_2;Org line C
1622;Accepted-Wait;26.04.2012-12:23:20;V3_2;Org line C
1622;Accepted-In Progress;26.04.2012-12:24:57;V3_2;Org line C
1622;Queued-Awaiting Assignment;26.04.2012-12:54:59;V3_2;Org line C
1622;Accepted-In Progress;26.04.2012-12:56:14;V3_2;Org line C
1622;Accepted-Wait - Vendor;26.04.2012-12:56:16;V3_2;Org line C
1622;Completed-Resolved;26.04.2012-13:00:58;V3_2;Org line C
1622;Accepted-In Progress;02.05.2012-09:08:24;V3_2;Org line C
1622;Completed-Resolved;02.05.2012-09:11:20;V3_2;Org line C
1622;Completed-Closed;09.05.2012-23:17:30;V3_2;Org line C
1623;Accepted-In Progress;26.04.2012-12:14:07;Dummy;Org line V2
1623;Accepted-In Progress;26.04.2012-12:16:26;Dummy;Org line V2
1623;Queued-Awaiting Assignment;26.04.2012-12:18:10;Dummy;Org line V2
1623;Accepted-In Progress;10.05.2012-08:25:42;Dummy;Org line V2
1623;Completed-Resolved;10.05.2012-08:27:58;Dummy;Org line V2
1623;Completed-Closed;10.05.2012-23:23:04;Dummy;Org line V2
1624;Accepted-In Progress;26.04.2012-12:18:41;Dummy;Org line V2
1624;Accepted-In Progress;26.04.2012-12:20:51;Dummy;Org line V2
1624;Queued-Awaiting Assignment;26.04.2012-12:23:34;Dummy;Org line V2
1624;Accepted-In Progress;26.04.2012-13:05:55;Dummy;Org line V2
1624;Queued-Awaiting Assignment;26.04.2012-13:06:09;Dummy;Org line V2
1624;Accepted-In Progress;26.04.2012-13:18:23;Dummy;Org line V2
1624;Queued-Awaiting Assignment;26.04.2012-13:18:47;Dummy;Org line V2
1624;Accepted-In Progress;26.04.2012-13:42:41;Dummy;Org line V2
1624;Queued-Awaiting Assignment;26.04.2012-13:43:09;Dummy;Org line V2
1624;Accepted-In Progress;26.04.2012-13:51:03;Dummy;Org line V2
1624;Accepted-Wait;26.04.2012-15:50:29;Dummy;Org line V2
1624;Accepted-In Progress;02.05.2012-12:11:22;Dummy;Org line V2
1624;Accepted-Wait;02.05.2012-12:15:26;Dummy;Org line V2
1624;Accepted-In Progress;02.05.2012-12:22:15;Dummy;Org line V2
1624;Accepted-Wait;02.05.2012-14:25:39;Dummy;Org line V2
1624;Completed-Resolved;04.05.2012-11:49:00;Dummy;Org line V2
1624;Completed-Closed;04.05.2012-23:13:51;Dummy;Org line V2
1625;Accepted-In Progress;26.04.2012-12:04:06;V3_2;Org line C
1625;Accepted-In Progress;26.04.2012-12:09:11;V3_2;Org line C
1625;Queued-Awaiting Assignment;26.04.2012-12:13:30;E_5;Org line C
1625;Accepted-In Progress;26.04.2012-15:41:50;E_5;Org line C
1625;Accepted-Wait - User;26.04.2012-17:25:48;E_5;Org line C
1625;Queued-Awaiting Assignment;26.04.2012-17:29:53;V3_2;Org line C
1625;Accepted-In Progress;28.04.2012-01:50:58;V3_2;Org line C
1625;Queued-Awaiting Assignment;28.04.2012-01:51:02;V3_2;Org line C
1625;Accepted-In Progress;03.05.2012-08:45:44;V3_2;Org line C
1625;Accepted-Wait - User;03.05.2012-08:45:59;V3_2;Org line C
1625;Accepted-In Progress;03.05.2012-10:24:51;V3_2;Org line C
1625;Completed-Resolved;03.05.2012-10:24:56;V3_2;Org line C
1625;Completed-Closed;10.05.2012-23:23:05;V3_2;Org line C
1626;Accepted-In Progress;26.04.2012-12:32:16;V3_2;Org line C
1626;Accepted-In Progress;26.04.2012-12:32:40;V3_2;Org line C
1626;Queued-Awaiting Assignment;26.04.2012-12:42:23;E_5;Org line C
1626;Accepted-In Progress;26.04.2012-12:47:14;E_5;Org line C
1626;Queued-Awaiting Assignment;26.04.2012-12:55:49;V3_2;Org line C
1626;Accepted-In Progress;28.04.2012-02:00:29;V3_2;Org line C
1626;Queued-Awaiting Assignment;28.04.2012-02:00:33;V3_2;Org line C
1626;Accepted-In Progress;04.05.2012-07:10:33;V3_2;Org line C
1626;Queued-Awaiting Assignment;04.05.2012-07:12:15;E_5;Org line C
1626;Accepted-In Progress;04.05.2012-07:17:32;E_5;Org line C
1626;Queued-Awaiting Assignment;04.05.2012-07:23:09;E_4;Org line C
1626;Accepted-In Progress;04.05.2012-07:34:43;E_4;Org line C
1626;Accepted-Wait;04.05.2012-07:35:12;E_4;Org line C
1626;Completed-Resolved;08.05.2012-13:45:37;E_4;Org line C
1626;Completed-Closed;15.05.2012-23:20:52;E_4;Org line C
1627;Accepted-In Progress;26.04.2012-12:32:40;V3_2;Org line C
1627;Accepted-In Progress;26.04.2012-12:34:21;V3_2;Org line C
1627;Accepted-In Progress;26.04.2012-12:57:59;V3_2;Org line C
1627;Queued-Awaiting Assignment;26.04.2012-12:58:12;V3_2;Org line C
1627;Accepted-In Progress;28.04.2012-01:59:18;V3_2;Org line C
1627;Queued-Awaiting Assignment;28.04.2012-01:59:22;V3_2;Org line C
1627;Accepted-In Progress;09.05.2012-00:53:42;V3_2;Org line C
1627;Accepted-Wait;09.05.2012-00:53:50;V3_2;Org line C
1627;Queued-Awaiting Assignment;09.05.2012-18:51:36;E_10;Org line B
1627;Accepted-In Progress;09.05.2012-19:07:49;E_10;Org line B
1627;Accepted-Assigned;09.05.2012-19:11:05;E_10;Org line B
1627;Accepted-In Progress;10.05.2012-07:45:35;E_10;Org line B
1627;Accepted-Wait - User;10.05.2012-07:47:32;E_10;Org line B
1627;Accepted-In Progress;10.05.2012-14:31:57;E_10;Org line B
1627;Completed-Resolved;10.05.2012-14:32:08;E_10;Org line B
1627;Completed-Closed;10.05.2012-23:23:04;E_10;Org line B
1628;Accepted-In Progress;26.04.2012-13:07:54;V3_2;Org line C
1628;Accepted-In Progress;26.04.2012-13:08:58;V3_2;Org line C
1628;Queued-Awaiting Assignment;26.04.2012-13:13:08;A2_3;Org line A2
1628;Accepted-In Progress;27.04.2012-07:32:35;A2_3;Org line A2
1628;Queued-Awaiting Assignment;27.04.2012-07:33:40;E_10;Org line C
1628;Accepted-In Progress;27.04.2012-07:35:48;E_10;Org line C
1628;Accepted-Wait - User;27.04.2012-07:39:32;E_10;Org line C
1628;Completed-Resolved;01.05.2012-12:35:35;E_10;Org line C
1628;Completed-Closed;08.05.2012-23:14:08;E_10;Org line C
1629;Accepted-In Progress;26.04.2012-12:15:32;Dummy;Org line B
1629;Accepted-In Progress;26.04.2012-12:15:57;Dummy;Org line B
1629;Accepted-Assigned;26.04.2012-12:17:46;Dummy;Org line B
1629;Accepted-In Progress;07.05.2012-15:49:15;Dummy;Org line B
1629;Completed-Resolved;07.05.2012-15:50:32;Dummy;Org line B
1629;Completed-Closed;14.05.2012-23:22:00;Dummy;Org line B
1630;Accepted-In Progress;26.04.2012-12:38:21;V3_2;Org line C
1630;Accepted-In Progress;26.04.2012-12:38:32;V3_2;Org line C
1630;Accepted-In Progress;26.04.2012-12:46:00;V3_2;Org line C
1630;Queued-Awaiting Assignment;26.04.2012-13:17:34;E_5;Org line C
1630;Accepted-In Progress;26.04.2012-13:28:37;E_5;Org line C
1630;Queued-Awaiting Assignment;26.04.2012-13:31:13;E_7;Org line C
1630;Accepted-In Progress;26.04.2012-13:41:13;E_7;Org line C
1630;Queued-Awaiting Assignment;26.04.2012-15:25:01;V3_2;Org line C
1630;Accepted-In Progress;28.04.2012-01:55:17;V3_2;Org line C
1630;Queued-Awaiting Assignment;28.04.2012-01:55:21;V3_2;Org line C
1630;Accepted-In Progress;30.04.2012-13:37:08;V3_2;Org line C
1630;Accepted-Assigned;30.04.2012-13:37:15;V3_2;Org line C
1630;Accepted-In Progress;30.04.2012-13:38:06;V3_2;Org line C
1630;Accepted-Wait - User;30.04.2012-13:49:51;V3_2;Org line C
1630;Accepted-In Progress;02.05.2012-17:44:00;V3_2;Org line C
1630;Completed-Resolved;02.05.2012-17:47:30;V3_2;Org line C
1630;Queued-Awaiting Assignment;02.05.2012-17:53:09;V3_2;Org line C
1630;Accepted-In Progress;03.05.2012-09:09:00;V3_2;Org line C
1630;Accepted-Assigned;03.05.2012-09:09:03;V3_2;Org line C
1630;Accepted-In Progress;03.05.2012-12:41:54;V3_2;Org line C
1630;Accepted-Wait - User;03.05.2012-13:01:19;V3_2;Org line C
1630;Completed-Resolved;03.05.2012-15:09:17;V3_2;Org line C
1630;Completed-Closed;10.05.2012-23:23:03;V3_2;Org line C
1631;Accepted-In Progress;26.04.2012-12:31:52;Dummy;Org line B
1631;Accepted-In Progress;26.04.2012-12:32:01;Dummy;Org line B
1631;Accepted-Wait - Implementation;26.04.2012-12:32:35;Dummy;Org line B
1631;Accepted-In Progress;02.05.2012-17:54:08;Dummy;Org line B
1631;Completed-Resolved;02.05.2012-17:55:31;Dummy;Org line B
1631;Completed-Closed;09.05.2012-23:17:30;Dummy;Org line B
1632;Accepted-In Progress;26.04.2012-12:42:31;V3_2;Org line C
1632;Accepted-In Progress;26.04.2012-12:51:29;V3_2;Org line C
1632;Queued-Awaiting Assignment;26.04.2012-12:56:31;V3_2;Org line C
1632;Accepted-In Progress;26.04.2012-13:36:28;V3_2;Org line C
1632;Accepted-Wait - User;27.04.2012-13:31:05;V3_2;Org line C
1632;Completed-Resolved;07.05.2012-09:00:55;V3_2;Org line C
1632;Completed-Closed;07.05.2012-23:18:07;V3_2;Org line C
1633;Accepted-In Progress;26.04.2012-13:24:24;V3_2;Org line C
1633;Accepted-In Progress;26.04.2012-13:28:05;V3_2;Org line C
1633;Queued-Awaiting Assignment;26.04.2012-13:32:06;V3_2;Org line C
1633;Accepted-In Progress;30.04.2012-11:35:37;V3_2;Org line C
1633;Accepted-Wait - User;30.04.2012-11:53:08;V3_2;Org line C
1633;Accepted-In Progress;02.05.2012-13:10:25;V3_2;Org line C
1633;Completed-Resolved;02.05.2012-13:20:32;V3_2;Org line C
1633;Completed-Closed;09.05.2012-23:17:28;V3_2;Org line C
1634;Accepted-In Progress;26.04.2012-13:22:13;V3_2;Org line C
1634;Accepted-In Progress;26.04.2012-13:22:23;V3_2;Org line C
1634;Queued-Awaiting Assignment;26.04.2012-13:30:49;V3_2;Org line C
1634;Accepted-In Progress;28.04.2012-01:59:36;V3_2;Org line C
1634;Queued-Awaiting Assignment;28.04.2012-01:59:43;V3_2;Org line C
1634;Accepted-In Progress;01.05.2012-12:30:32;V3_2;Org line C
1634;Queued-Awaiting Assignment;01.05.2012-12:30:49;A2_2;Org line A2
1634;Accepted-In Progress;02.05.2012-10:35:50;A2_2;Org line A2
1634;Accepted-Wait - User;02.05.2012-10:40:30;A2_2;Org line A2
1634;Completed-Resolved;02.05.2012-11:45:37;A2_2;Org line A2
1634;Completed-Closed;09.05.2012-23:17:28;A2_2;Org line A2
1635;Accepted-In Progress;26.04.2012-12:31:37;V3_2;Org line C
1635;Accepted-In Progress;26.04.2012-12:32:18;V3_2;Org line C
1635;Queued-Awaiting Assignment;26.04.2012-12:34:59;V3_2;Org line C
1635;Accepted-In Progress;30.04.2012-05:45:12;V3_2;Org line C
1635;Queued-Awaiting Assignment;30.04.2012-05:45:21;V3_2;Org line C
1635;Accepted-In Progress;01.05.2012-10:43:25;V3_2;Org line C
1635;Queued-Awaiting Assignment;01.05.2012-10:47:43;V3_2;Org line C
1635;Accepted-In Progress;04.05.2012-14:28:06;V3_2;Org line C
1635;Completed-Resolved;04.05.2012-14:28:17;V3_2;Org line C
1635;Completed-Closed;11.05.2012-23:18:59;V3_2;Org line C
1636;Accepted-In Progress;26.04.2012-12:58:50;V3_2;Org line C
1636;Accepted-In Progress;26.04.2012-13:00:08;V3_2;Org line C
1636;Queued-Awaiting Assignment;26.04.2012-13:02:30;V3_2;Org line B
