case_id;activity;time;Involved ST Function Div
3743;Accepted-Wait - Implementation;02.05.2012-11:02:50;V3_2
3743;Accepted-In Progress;02.05.2012-11:53:52;V3_2
3743;Accepted-Wait - Implementation;02.05.2012-11:54:26;V3_2
3743;Accepted-In Progress;02.05.2012-11:58:30;V3_2
3743;Completed-In Call;02.05.2012-12:20:19;V3_2
3744;Accepted-In Progress;02.05.2012-10:24:33;V3_2
3744;Accepted-In Progress;02.05.2012-10:26:44;V3_2
3744;Queued-Awaiting Assignment;02.05.2012-10:27:05;V3_2
3744;Accepted-In Progress;02.05.2012-10:29:04;V3_2
3744;Accepted-Wait - User;02.05.2012-10:40:54;V3_2
3744;Completed-Resolved;02.05.2012-12:48:15;V3_2
3744;Completed-Closed;02.05.2012-23:03:04;V3_2
3745;Accepted-In Progress;02.05.2012-11:05:41;V3_2
3745;Accepted-In Progress;02.05.2012-11:06:32;V3_2
3745;Completed-In Call;02.05.2012-11:23:31;V3_2
3746;Accepted-In Progress;02.05.2012-11:08:04;V3_2
3746;Accepted-In Progress;02.05.2012-11:08:13;V3_2
3746;Completed-In Call;02.05.2012-11:14:31;V3_2
3747;Accepted-In Progress;02.05.2012-11:43:56;Dummy
3747;Accepted-In Progress;02.05.2012-11:46:03;Dummy
3747;Queued-Awaiting Assignment;02.05.2012-11:46:22;Dummy
3747;Accepted-In Progress;10.05.2012-08:38:54;Dummy
3747;Accepted-Wait - User;10.05.2012-13:37:19;Dummy
3747;Completed-Resolved;11.05.2012-12:17:09;Dummy
3747;Completed-Closed;11.05.2012-23:17:49;Dummy
3748;Accepted-In Progress;02.05.2012-11:41:31;V3_2
3748;Accepted-In Progress;02.05.2012-11:41:56;V3_2
3748;Queued-Awaiting Assignment;02.05.2012-12:37:06;V3_2
3748;Accepted-In Progress;02.05.2012-12:37:08;V3_2
3748;Accepted-Wait - User;02.05.2012-12:37:26;V3_2
3748;Accepted-In Progress;03.05.2012-15:41:12;V3_2
3748;Completed-Resolved;03.05.2012-15:42:18;V3_2
3748;Completed-Closed;03.05.2012-23:06:38;V3_2
3749;Accepted-In Progress;02.05.2012-10:51:53;V3_2
3749;Accepted-In Progress;02.05.2012-10:53:38;V3_2
3749;Completed-In Call;02.05.2012-11:01:43;V3_2
3750;Accepted-In Progress;02.05.2012-11:15:59;V3_2
3750;Accepted-In Progress;02.05.2012-11:16:08;V3_2
3750;Completed-In Call;02.05.2012-11:22:14;V3_2
3751;Accepted-In Progress;02.05.2012-11:32:33;V3_2
3751;Accepted-In Progress;02.05.2012-11:35:27;V3_2
3751;Completed-Resolved;02.05.2012-11:36:55;V3_2
3751;Completed-Closed;09.05.2012-23:13:21;V3_2
3752;Accepted-In Progress;02.05.2012-11:42:17;V3_2
3752;Accepted-In Progress;02.05.2012-11:46:09;V3_2
3752;Queued-Awaiting Assignment;02.05.2012-11:47:32;V3_2
3752;Accepted-In Progress;03.05.2012-06:24:18;V3_2
3752;Completed-Resolved;03.05.2012-06:25:23;V3_2
3752;Completed-Closed;10.05.2012-23:21:06;V3_2
3753;Accepted-In Progress;02.05.2012-10:32:10;V3_2
3753;Accepted-In Progress;02.05.2012-10:33:03;V3_2
3753;Queued-Awaiting Assignment;02.05.2012-10:51:26;V3_2
3753;Accepted-In Progress;02.05.2012-10:51:28;V3_2
3753;Accepted-Wait - User;02.05.2012-10:51:37;V3_2
3753;Accepted-In Progress;03.05.2012-15:04:18;V3_2
3753;Completed-Resolved;03.05.2012-15:04:22;V3_2
3753;Completed-Closed;10.05.2012-23:21:10;V3_2
3754;Accepted-In Progress;02.05.2012-10:45:11;V3_2
3754;Accepted-In Progress;02.05.2012-10:46:26;V3_2
3754;Accepted-Wait;02.05.2012-10:48:07;V3_2
3754;Accepted-In Progress;02.05.2012-10:59:43;V3_2
3754;Completed-Resolved;02.05.2012-11:01:47;V3_2
3754;Queued-Awaiting Assignment;02.05.2012-11:05:00;V3_2
3754;Queued-Awaiting Assignment;02.05.2012-11:05:50;V3_2
3754;Accepted-In Progress;02.05.2012-11:05:51;V3_2
3754;Completed-Resolved;02.05.2012-11:06:13;V3_2
3754;Completed-Closed;09.05.2012-23:13:32;V3_2
3755;Accepted-In Progress;02.05.2012-10:46:03;V3_2
3755;Accepted-In Progress;02.05.2012-10:57:36;V3_2
3755;Queued-Awaiting Assignment;02.05.2012-11:01:34;A2_2
3755;Accepted-In Progress;02.05.2012-13:37:24;A2_2
3755;Accepted-Wait - User;02.05.2012-13:38:11;A2_2
3755;Completed-Resolved;03.05.2012-11:45:35;A2_2
3755;Completed-Closed;10.05.2012-23:21:08;A2_2
3756;Accepted-In Progress;02.05.2012-11:17:43;V3_2
3756;Accepted-In Progress;02.05.2012-11:21:20;V3_2
3756;Completed-In Call;02.05.2012-11:24:40;V3_2
3757;Accepted-In Progress;02.05.2012-11:03:44;V3_2
3757;Accepted-In Progress;02.05.2012-11:04:45;V3_2
3757;Accepted-In Progress;02.05.2012-11:09:42;V3_2
3757;Accepted-In Progress;02.05.2012-11:10:28;V3_2
3757;Queued-Awaiting Assignment;02.05.2012-11:10:35;A2_4
3757;Accepted-In Progress;02.05.2012-13:49:19;A2_4
3757;Completed-Resolved;02.05.2012-13:49:29;A2_4
3757;Completed-Closed;02.05.2012-23:03:00;A2_4
3758;Accepted-In Progress;02.05.2012-11:03:59;A2_1
3758;Accepted-In Progress;02.05.2012-11:04:12;A2_1
3758;Completed-In Call;02.05.2012-11:04:55;A2_1
3759;Accepted-In Progress;02.05.2012-11:04:57;A2_1
3759;Accepted-In Progress;02.05.2012-11:05:16;A2_1
3759;Completed-In Call;02.05.2012-11:06:19;A2_1
3760;Accepted-In Progress;02.05.2012-11:11:23;A2_1
3760;Accepted-In Progress;02.05.2012-11:11:35;A2_1
3760;Accepted-In Progress;02.05.2012-11:16:53;A2_1
3760;Queued-Awaiting Assignment;02.05.2012-11:17:41;A2_1
3760;Accepted-In Progress;02.05.2012-11:21:33;A2_1
3760;Queued-Awaiting Assignment;02.05.2012-11:25:16;A2_1
3760;Accepted-In Progress;02.05.2012-11:49:52;A2_1
3760;Accepted-Assigned;02.05.2012-11:49:59;A2_1
3760;Accepted-In Progress;02.05.2012-14:05:09;A2_1
3760;Accepted-Wait - User;02.05.2012-14:05:14;A2_1
3760;Accepted-Wait - User;02.05.2012-14:05:17;A2_1
3760;Completed-Resolved;07.05.2012-08:39:30;A2_1
3760;Completed-Closed;07.05.2012-08:39:32;A2_1
3761;Accepted-In Progress;02.05.2012-10:36:07;V3_2
3761;Accepted-In Progress;02.05.2012-10:37:18;V3_2
3761;Queued-Awaiting Assignment;02.05.2012-10:41:29;V3_2
3761;Accepted-In Progress;02.05.2012-10:48:10;V3_2
3761;Accepted-Assigned;02.05.2012-10:48:18;V3_2
3761;Accepted-In Progress;02.05.2012-12:51:07;V3_2
3761;Completed-Resolved;02.05.2012-13:39:29;V3_2
3761;Completed-Closed;09.05.2012-23:13:35;V3_2
3762;Accepted-In Progress;02.05.2012-10:51:57;V3_2
3762;Accepted-In Progress;02.05.2012-10:52:03;V3_2
3762;Completed-In Call;02.05.2012-10:53:00;V3_2
3763;Accepted-In Progress;02.05.2012-10:45:49;V3_2
3763;Accepted-In Progress;02.05.2012-10:46:14;V3_2
3763;Queued-Awaiting Assignment;02.05.2012-10:48:55;V3_2
3763;Accepted-In Progress;03.05.2012-09:14:20;V3_2
3763;Accepted-Wait - User;03.05.2012-09:16:02;V3_2
3763;Accepted-In Progress;03.05.2012-09:51:35;V3_2
3763;Completed-Resolved;03.05.2012-09:55:49;V3_2
3763;Completed-Closed;10.05.2012-23:21:09;V3_2
3764;Accepted-In Progress;02.05.2012-10:53:19;V3_2
3764;Accepted-In Progress;02.05.2012-10:54:01;V3_2
3764;Queued-Awaiting Assignment;02.05.2012-10:55:05;A2_2
3764;Accepted-In Progress;02.05.2012-11:36:44;A2_2
3764;Accepted-Wait - User;02.05.2012-11:37:31;A2_2
3764;Queued-Awaiting Assignment;02.05.2012-13:07:44;A2_4
3764;Accepted-In Progress;03.05.2012-08:02:34;A2_4
3764;Completed-Resolved;03.05.2012-09:09:42;A2_4
3764;Completed-Closed;10.05.2012-23:21:08;A2_4
3765;Accepted-In Progress;02.05.2012-11:00:28;V3_2
3765;Accepted-In Progress;02.05.2012-11:00:48;V3_2
3765;Accepted-Wait;02.05.2012-11:31:58;V3_2
3765;Accepted-Wait - User;02.05.2012-11:53:52;V3_2
3765;Accepted-In Progress;02.05.2012-13:09:18;V3_2
3765;Accepted-Wait - User;02.05.2012-13:10:11;V3_2
3765;Queued-Awaiting Assignment;03.05.2012-08:33:26;V3_2
3765;Accepted-In Progress;03.05.2012-08:33:28;V3_2
3765;Accepted-Wait - User;03.05.2012-08:33:41;V3_2
3765;Accepted-In Progress;03.05.2012-10:03:08;V3_2
3765;Accepted-Wait - User;03.05.2012-10:03:31;V3_2
3765;Accepted-In Progress;03.05.2012-10:32:10;V3_2
3765;Completed-Resolved;03.05.2012-10:45:16;V3_2
3765;Completed-Closed;03.05.2012-23:06:41;V3_2
3766;Accepted-In Progress;02.05.2012-11:02:59;V3_2
3766;Accepted-In Progress;02.05.2012-11:03:55;V3_2
3766;Completed-In Call;02.05.2012-11:18:20;V3_2
3767;Accepted-In Progress;02.05.2012-11:16:41;V3_2
3767;Accepted-In Progress;02.05.2012-11:24:00;V3_2
3767;Accepted-Wait - User;03.05.2012-13:09:53;V3_2
3767;Completed-Resolved;08.05.2012-06:35:53;V3_2
3767;Completed-Closed;15.05.2012-23:20:10;V3_2
3768;Accepted-In Progress;02.05.2012-11:07:28;V3_2
3768;Accepted-In Progress;02.05.2012-11:08:13;V3_2
3768;Completed-In Call;02.05.2012-11:15:40;V3_2
3769;Accepted-In Progress;02.05.2012-11:11:25;V3_2
3769;Accepted-In Progress;02.05.2012-11:11:36;V3_2
3769;Accepted-Wait;02.05.2012-11:12:40;V3_2
3769;Accepted-In Progress;03.05.2012-14:42:53;V3_2
3769;Accepted-Wait - User;03.05.2012-14:44:04;V3_2
3769;Accepted-Assigned;07.05.2012-08:13:17;V3_2
3769;Accepted-In Progress;07.05.2012-09:24:32;V3_2
3769;Accepted-Wait - User;07.05.2012-09:26:30;V3_2
3769;Accepted-Wait - Implementation;07.05.2012-10:49:10;V3_2
3769;Accepted-In Progress;07.05.2012-11:06:48;V3_2
3769;Completed-Resolved;07.05.2012-11:07:01;V3_2
3769;Completed-Closed;07.05.2012-23:11:06;V3_2
3770;Accepted-In Progress;02.05.2012-11:10:04;V3_2
3770;Accepted-In Progress;02.05.2012-11:11:04;V3_2
3770;Completed-In Call;02.05.2012-11:11:52;V3_2
3771;Accepted-In Progress;02.05.2012-11:22:05;V3_2
3771;Accepted-In Progress;02.05.2012-11:25:25;V3_2
3771;Queued-Awaiting Assignment;02.05.2012-11:26:46;V3_2
3771;Accepted-In Progress;02.05.2012-11:28:21;V3_2
3771;Accepted-Wait - User;02.05.2012-11:28:30;V3_2
3771;Completed-Resolved;02.05.2012-12:05:31;V3_2
3771;Completed-Closed;09.05.2012-23:13:23;V3_2
3772;Accepted-In Progress;02.05.2012-11:29:29;V3_2
3772;Accepted-In Progress;02.05.2012-11:40:33;V3_2
3772;Accepted-Wait;02.05.2012-12:11:46;V3_2
3772;Completed-Resolved;02.05.2012-12:13:19;V3_2
3772;Completed-Closed;09.05.2012-23:13:22;V3_2
3773;Accepted-In Progress;02.05.2012-11:30:57;V3_2
3773;Accepted-In Progress;02.05.2012-11:31:15;V3_2
3773;Completed-In Call;02.05.2012-11:32:37;V3_2
3774;Accepted-In Progress;02.05.2012-11:54:53;V3_2
3774;Accepted-In Progress;02.05.2012-11:55:38;V3_2
3774;Queued-Awaiting Assignment;02.05.2012-12:00:03;Dummy
3774;Accepted-In Progress;03.05.2012-16:05:35;Dummy
3774;Completed-Resolved;03.05.2012-16:12:44;Dummy
3774;Completed-Closed;10.05.2012-23:21:05;Dummy
3775;Accepted-In Progress;02.05.2012-12:07:10;V3_2
3775;Accepted-In Progress;02.05.2012-12:09:18;V3_2
3775;Queued-Awaiting Assignment;02.05.2012-12:11:35;V3_2
3775;Queued-Awaiting Assignment;02.05.2012-12:11:36;V3_2
3775;Accepted-In Progress;02.05.2012-12:11:41;V3_2
3775;Queued-Awaiting Assignment;02.05.2012-12:12:53;V3_2
3775;Accepted-In Progress;02.05.2012-12:25:45;V3_2
3775;Accepted-Assigned;02.05.2012-12:35:50;V3_2
3775;Accepted-Assigned;02.05.2012-12:35:51;V3_2
3775;Accepted-In Progress;02.05.2012-13:24:16;V3_2
3775;Accepted-Wait - Implementation;02.05.2012-13:24:56;V3_2
3775;Completed-Resolved;08.05.2012-15:56:44;V3_2
3775;Completed-Closed;15.05.2012-23:20:09;V3_2
3776;Accepted-In Progress;02.05.2012-10:48:17;V3_2
3776;Accepted-In Progress;02.05.2012-10:48:43;V3_2
3776;Completed-In Call;02.05.2012-10:50:24;V3_2
3777;Accepted-In Progress;02.05.2012-10:44:29;D_1
3777;Accepted-In Progress;02.05.2012-10:46:00;D_1
3777;Queued-Awaiting Assignment;02.05.2012-10:46:07;D_1
3777;Accepted-In Progress;02.05.2012-10:49:15;D_1
3777;Accepted-Wait;02.05.2012-10:49:47;D_1
3777;Completed-Resolved;02.05.2012-14:27:34;D_1
3777;Completed-Closed;09.05.2012-23:13:33;D_1
3778;Accepted-In Progress;02.05.2012-11:54:56;D_1
3778;Queued-Awaiting Assignment;02.05.2012-11:56:32;D_1
3778;Queued-Awaiting Assignment;02.05.2012-11:56:39;D_1
3778;Accepted-In Progress;04.05.2012-13:35:24;D_1
3778;Completed-Resolved;04.05.2012-13:36:01;D_1
3778;Completed-Closed;11.05.2012-23:17:49;D_1
3779;Accepted-In Progress;02.05.2012-10:47:54;V3_2
3779;Accepted-In Progress;02.05.2012-10:49:38;V3_2
3779;Queued-Awaiting Assignment;02.05.2012-10:57:32;V3_2
3779;Accepted-In Progress;02.05.2012-10:57:36;V3_2
3779;Accepted-In Progress;02.05.2012-12:26:55;V3_2
3779;Queued-Awaiting Assignment;02.05.2012-12:27:00;V3_2
3779;Accepted-In Progress;02.05.2012-13:04:03;V3_2
3779;Accepted-Assigned;02.05.2012-13:04:16;V3_2
3779;Accepted-In Progress;07.05.2012-10:00:05;V3_2
3779;Accepted-Wait - User;07.05.2012-11:11:50;V3_2
3779;Accepted-In Progress;07.05.2012-12:09:20;V3_2
3779;Completed-Resolved;07.05.2012-13:33:21;V3_2
3779;Completed-Closed;14.05.2012-23:21:11;V3_2
3780;Accepted-In Progress;02.05.2012-11:42:19;V3_2
3780;Accepted-In Progress;02.05.2012-11:50:56;V3_2
3780;Completed-In Call;02.05.2012-11:52:10;V3_2
3781;Accepted-In Progress;02.05.2012-11:11:25;A2_1
3781;Accepted-In Progress;02.05.2012-11:11:29;A2_1
3781;Accepted-In Progress;03.05.2012-07:20:02;A2_1
3781;Completed-Resolved;03.05.2012-08:22:18;A2_1
3781;Completed-Closed;10.05.2012-23:21:07;A2_1
3782;Accepted-In Progress;02.05.2012-13:15:24;V3_2
3782;Accepted-In Progress;02.05.2012-13:15:54;V3_2
3782;Accepted-Wait - User;02.05.2012-13:17:22;V3_2
3782;Completed-Resolved;04.05.2012-14:20:10;V3_2
3782;Completed-Closed;11.05.2012-23:17:45;V3_2
3783;Accepted-In Progress;02.05.2012-11:58:29;V3_2
3783;Accepted-In Progress;02.05.2012-11:59:10;V3_2
3783;Completed-In Call;02.05.2012-12:03:33;V3_2
3784;Accepted-In Progress;02.05.2012-11:59:25;D_1
3784;Accepted-In Progress;02.05.2012-12:00:04;D_1
3784;Queued-Awaiting Assignment;02.05.2012-12:00:12;D_1
3784;Accepted-In Progress;02.05.2012-12:14:57;D_1
3784;Accepted-Wait - User;02.05.2012-12:16:41;D_1
3784;Accepted-In Progress;04.05.2012-10:16:02;D_1
3784;Completed-Resolved;04.05.2012-10:19:15;D_1
3784;Completed-Closed;11.05.2012-23:17:48;D_1
3785;Accepted-In Progress;02.05.2012-12:01:20;D_1
3785;Accepted-In Progress;02.05.2012-12:01:50;D_1
3785;Queued-Awaiting Assignment;02.05.2012-12:02:04;D_1
3785;Accepted-In Progress;02.05.2012-12:15:46;D_1
3785;Completed-Resolved;02.05.2012-13:18:27;D_1
3785;Completed-Closed;09.05.2012-23:13:14;D_1
3786;Accepted-In Progress;02.05.2012-12:03:35;D_1
3786;Accepted-In Progress;02.05.2012-12:04:03;D_1
3786;Queued-Awaiting Assignment;02.05.2012-12:04:10;D_1
3786;Accepted-In Progress;02.05.2012-12:29:05;D_1
3786;Accepted-Wait - User;02.05.2012-15:57:56;D_1
3786;Completed-Resolved;02.05.2012-15:58:21;D_1
3786;Completed-Closed;09.05.2012-23:13:13;D_1
3787;Accepted-In Progress;02.05.2012-12:08:27;V3_2
3787;Accepted-In Progress;02.05.2012-12:08:42;V3_2
3787;Completed-In Call;02.05.2012-12:18:34;V3_2
3788;Accepted-In Progress;02.05.2012-11:04:42;V3_2
3788;Accepted-In Progress;02.05.2012-11:08:35;V3_2
3788;Completed-In Call;02.05.2012-11:10:38;V3_2
3789;Accepted-In Progress;02.05.2012-10:58:26;V3_2
3789;Accepted-In Progress;02.05.2012-11:00:15;V3_2
3789;Completed-In Call;02.05.2012-11:09:16;V3_2
3790;Accepted-In Progress;02.05.2012-11:08:25;A2_1
3790;Accepted-In Progress;02.05.2012-11:08:46;A2_1
3790;Queued-Awaiting Assignment;02.05.2012-11:10:20;Dummy
3790;Accepted-In Progress;08.05.2012-09:42:17;Dummy
3790;Queued-Awaiting Assignment;08.05.2012-10:02:17;A2_1
3790;Accepted-In Progress;08.05.2012-10:26:34;A2_1
3790;Completed-Resolved;08.05.2012-10:27:03;A2_1
3790;Completed-Closed;08.05.2012-23:10:43;A2_1
3791;Accepted-In Progress;02.05.2012-12:08:54;V3_2
3791;Accepted-In Progress;02.05.2012-12:09:26;V3_2
3791;Completed-In Call;02.05.2012-12:18:29;V3_2
3792;Accepted-In Progress;02.05.2012-11:17:36;V3_2
3792;Accepted-In Progress;02.05.2012-11:18:12;V3_2
3792;Accepted-Wait - User;02.05.2012-11:22:23;V3_2
3792;Queued-Awaiting Assignment;02.05.2012-11:23:27;V3_2
3792;Accepted-In Progress;02.05.2012-11:28:28;V3_2
3792;Accepted-Wait - User;02.05.2012-11:28:34;V3_2
3792;Accepted-In Progress;07.05.2012-13:10:34;V3_2
3792;Completed-Resolved;07.05.2012-13:27:28;V3_2
3792;Completed-Closed;14.05.2012-23:21:06;V3_2
3793;Accepted-In Progress;02.05.2012-11:48:05;V3_2
3793;Accepted-In Progress;02.05.2012-11:53:24;V3_2
3793;Queued-Awaiting Assignment;02.05.2012-12:03:25;V3_2
3793;Accepted-In Progress;02.05.2012-12:05:06;V3_2
3793;Accepted-Wait - Vendor;02.05.2012-12:05:10;V3_2
3793;Accepted-Wait - User;02.05.2012-12:18:12;V3_2
3793;Completed-Resolved;07.05.2012-08:58:00;V3_2
3793;Completed-Closed;14.05.2012-23:21:05;V3_2
3794;Accepted-In Progress;02.05.2012-12:09:59;V3_2
3794;Accepted-In Progress;02.05.2012-12:13:07;V3_2
3794;Accepted-Wait;02.05.2012-12:18:13;V3_2
3794;Accepted-In Progress;02.05.2012-12:19:55;V3_2
3794;Queued-Awaiting Assignment;02.05.2012-12:56:21;V3_2
3794;Accepted-In Progress;02.05.2012-12:59:43;V3_2
3794;Accepted-Assigned;02.05.2012-12:59:53;V3_2
3794;Accepted-In Progress;02.05.2012-13:00:58;V3_2
3794;Queued-Awaiting Assignment;02.05.2012-13:04:28;E_10
3794;Accepted-In Progress;02.05.2012-13:04:53;E_10
3794;Accepted-Assigned;02.05.2012-13:05:50;E_10
3794;Accepted-In Progress;02.05.2012-13:20:46;E_10
3794;Queued-Awaiting Assignment;02.05.2012-13:20:47;E_10
3794;Accepted-In Progress;02.05.2012-13:21:17;E_10
3794;Accepted-Assigned;02.05.2012-13:21:22;E_10
3794;Accepted-In Progress;02.05.2012-13:33:46;E_10
3794;Accepted-Assigned;02.05.2012-14:23:26;E_10
3794;Accepted-In Progress;02.05.2012-14:24:26;E_10
3794;Accepted-Wait - User;02.05.2012-14:28:48;E_10
3794;Queued-Awaiting Assignment;03.05.2012-07:47:23;V3_2
3794;Accepted-In Progress;03.05.2012-07:55:32;V3_2
3794;Accepted-Assigned;03.05.2012-07:55:52;V3_2
3794;Accepted-In Progress;03.05.2012-08:42:17;V3_2
3794;Accepted-Wait - User;03.05.2012-08:42:45;V3_2
3794;Completed-Resolved;03.05.2012-14:32:41;V3_2
3794;Completed-Closed;10.05.2012-23:21:04;V3_2
3795;Accepted-In Progress;02.05.2012-11:06:13;Dummy
3795;Accepted-In Progress;02.05.2012-11:06:20;Dummy
3795;Completed-Resolved;02.05.2012-11:06:27;Dummy
3795;Completed-Closed;09.05.2012-23:13:26;Dummy
3796;Accepted-In Progress;02.05.2012-11:09:07;Dummy
3796;Accepted-In Progress;02.05.2012-11:09:46;Dummy
3796;Completed-Resolved;02.05.2012-11:10:02;Dummy
3796;Completed-Closed;09.05.2012-23:13:26;Dummy
3797;Accepted-In Progress;02.05.2012-11:37:27;V3_2
3797;Accepted-In Progress;02.05.2012-11:38:33;V3_2
3797;Completed-In Call;02.05.2012-11:46:04;V3_2
3798;Accepted-In Progress;02.05.2012-11:38:08;A2_1
3798;Accepted-In Progress;02.05.2012-11:38:20;A2_1
3798;Completed-Resolved;02.05.2012-16:15:18;A2_1
3798;Completed-Closed;02.05.2012-23:02:57;A2_1
3799;Accepted-In Progress;02.05.2012-11:56:08;Dummy
3799;Accepted-In Progress;02.05.2012-11:56:16;Dummy
3799;Queued-Awaiting Assignment;02.05.2012-11:56:41;E_1
3799;Queued-Awaiting Assignment;02.05.2012-11:56:42;E_1
3799;Accepted-In Progress;02.05.2012-11:57:27;E_1
3799;Completed-Resolved;02.05.2012-12:19:29;E_1
3799;Completed-Closed;09.05.2012-23:13:14;E_1
3800;Accepted-In Progress;02.05.2012-11:21:42;A2_4
3800;Accepted-In Progress;02.05.2012-11:43:53;A2_4
3800;Accepted-In Progress;02.05.2012-11:46:19;D_1
3800;Accepted-Wait - User;02.05.2012-11:55:42;D_1
3800;Completed-Resolved;04.05.2012-07:20:43;D_1
3800;Completed-Closed;11.05.2012-23:17:49;D_1
3801;Accepted-In Progress;02.05.2012-11:25:20;A2_1
3801;Accepted-In Progress;02.05.2012-11:25:36;A2_1
3801;Queued-Awaiting Assignment;02.05.2012-11:26:18;A2_1
3801;Accepted-In Progress;02.05.2012-11:44:42;A2_1
3801;Queued-Awaiting Assignment;02.05.2012-11:46:59;A2_1
3801;Accepted-In Progress;02.05.2012-11:50:25;A2_1
3801;Accepted-Wait - User;02.05.2012-11:52:51;A2_1
3801;Queued-Awaiting Assignment;02.05.2012-14:10:22;A2_1
3801;Accepted-In Progress;02.05.2012-14:28:40;A2_1
3801;Queued-Awaiting Assignment;02.05.2012-14:34:06;A2_3
3801;Accepted-In Progress;02.05.2012-14:40:34;A2_3
3801;Queued-Awaiting Assignment;02.05.2012-14:44:12;A2_5
3801;Accepted-In Progress;02.05.2012-15:48:39;A2_5
3801;Queued-Awaiting Assignment;02.05.2012-15:52:04;A2_1
3801;Accepted-In Progress;02.05.2012-16:11:58;A2_1
3801;Accepted-Wait - User;02.05.2012-16:12:01;A2_1
3801;Accepted-Assigned;02.05.2012-16:25:49;A2_1
3801;Accepted-In Progress;03.05.2012-07:26:46;A2_1
3801;Accepted-Wait - User;03.05.2012-07:27:10;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-12:14:30;A2_1
3801;Accepted-In Progress;03.05.2012-12:17:59;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-12:20:27;A2_3
3801;Accepted-In Progress;03.05.2012-12:36:00;A2_3
3801;Queued-Awaiting Assignment;03.05.2012-12:36:19;A2_1
3801;Accepted-In Progress;03.05.2012-12:42:00;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-12:45:12;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-12:45:13;A2_1
3801;Accepted-In Progress;03.05.2012-13:21:50;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-13:22:48;A2_1
3801;Accepted-In Progress;03.05.2012-13:34:46;A2_1
3801;Accepted-Assigned;03.05.2012-13:34:54;A2_1
3801;Accepted-In Progress;03.05.2012-13:59:00;A2_1
3801;Accepted-Wait - User;03.05.2012-14:00:53;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-14:36:19;A2_1
3801;Accepted-In Progress;03.05.2012-14:37:21;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-14:39:57;A2_3
3801;Accepted-In Progress;03.05.2012-15:11:40;A2_3
3801;Queued-Awaiting Assignment;03.05.2012-15:12:11;A2_1
3801;Accepted-In Progress;03.05.2012-15:33:16;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-15:33:57;A2_1
3801;Queued-Awaiting Assignment;03.05.2012-15:33:58;A2_1
3801;Accepted-In Progress;03.05.2012-15:53:15;A2_1
3801;Accepted-Wait - User;03.05.2012-15:53:18;A2_1
3801;Accepted-Assigned;03.05.2012-16:07:25;A2_1
3801;Accepted-In Progress;04.05.2012-07:34:21;A2_1
3801;Accepted-Wait - User;04.05.2012-07:34:30;A2_1
3801;Completed-Resolved;04.05.2012-07:38:51;A2_1
3801;Completed-Closed;04.05.2012-23:06:07;A2_1
3802;Accepted-In Progress;02.05.2012-11:40:57;V3_2
3802;Accepted-In Progress;02.05.2012-11:41:31;V3_2
3802;Completed-In Call;02.05.2012-11:49:12;V3_2
3803;Accepted-In Progress;02.05.2012-11:16:37;V3_2
3803;Accepted-In Progress;02.05.2012-11:21:00;V3_2
3803;Completed-In Call;02.05.2012-11:27:10;V3_2
3804;Accepted-In Progress;02.05.2012-11:20:43;V3_2
3804;Accepted-In Progress;02.05.2012-11:21:32;V3_2
3804;Queued-Awaiting Assignment;02.05.2012-11:27:44;E_10
3804;Accepted-In Progress;02.05.2012-11:28:49;E_10
3804;Queued-Awaiting Assignment;02.05.2012-11:31:49;Dummy
3804;Accepted-In Progress;02.05.2012-11:37:05;Dummy
3804;Completed-Resolved;02.05.2012-13:22:22;Dummy
3804;Completed-Closed;09.05.2012-23:13:23;Dummy
3805;Accepted-In Progress;02.05.2012-11:32:17;V3_2
3805;Accepted-In Progress;02.05.2012-11:33:23;V3_2
3805;Completed-In Call;02.05.2012-11:37:53;V3_2
3806;Accepted-In Progress;02.05.2012-11:43:50;V3_2
3806;Accepted-In Progress;02.05.2012-11:44:36;V3_2
3806;Completed-In Call;02.05.2012-11:54:49;V3_2
3807;Accepted-In Progress;02.05.2012-11:43:08;V3_2
3807;Accepted-In Progress;02.05.2012-11:58:43;V3_2
3807;Queued-Awaiting Assignment;02.05.2012-12:01:19;A2_2
3807;Accepted-In Progress;02.05.2012-12:22:03;A2_2
3807;Accepted-Wait - Implementation;03.05.2012-03:52:21;A2_2
3807;Accepted-In Progress;03.05.2012-07:39:09;A2_2
3807;Completed-Resolved;03.05.2012-07:55:04;A2_2
3807;Completed-Closed;10.05.2012-23:21:05;A2_2
3808;Accepted-In Progress;02.05.2012-11:43:46;V3_2
3808;Accepted-In Progress;02.05.2012-11:44:26;V3_2
3808;Queued-Awaiting Assignment;02.05.2012-12:01:03;V3_2
3808;Accepted-In Progress;02.05.2012-12:07:54;V3_2
3808;Accepted-Wait - User;02.05.2012-13:17:39;V3_2
3808;Completed-Resolved;03.05.2012-10:43:11;V3_2
3808;Completed-Closed;10.05.2012-23:21:05;V3_2
3809;Accepted-In Progress;02.05.2012-11:59:03;V3_2
3809;Accepted-In Progress;02.05.2012-11:59:09;V3_2
